title,time_modified,category,uuid,description,picture_url,url,price,shipping,time_published,hotness,editors_choice
Nicole Miller Women's Lined Footless Leggings,2017-12-29T21:12:54-05:00,ACCESSORIES,2168021,"GearXS via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168021"">Nicole Miller Women's Footless Fleece-Lined Leggings</a> in six colors for <strong>$3.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $4. They're available in sizes S/M to XL/XXL.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ke12n0aenacz1rq46fd3",https://www.dealnews.com/Nicole-Miller-Womens-Lined-Footless-Leggings-for-4-free-shipping/2168021.html,$4,free shipping,,3,
Dockers Men's Eastview Leather Oxford Shoes,2017-12-29T21:12:36-05:00,SHOES,2168015,"Nashville Shoe Warehouse via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168015"">Dockers Men's Eastview Leather Oxford Shoes</a> in Red Brown for <b>$29.99</b> with <b>free shipping</b>. That's tied with last week's mention and the best deal today by at least $10 (most retailers charge $60 or more). They're available in select sizes from <del>7.5 to 13</del> 8 to 11.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ujhho5tqi0tfyyxcquwn",https://www.dealnews.com/Dockers-Mens-Eastview-Leather-Oxford-Shoes-for-30-free-shipping/2168015.html,$30,free shipping,,3,
Men's Genuine Leather Dress Belt 2-Pack,2017-12-29T21:11:43-05:00,ACCESSORIES,2168009,"Daily Steals via eBay offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168009"">Men's Genuine Leather Dress Belt 2-Pack</a> in Black/Brown for <strong>$7.99</strong> with <strong>free shipping</strong>. That's tied with last week's mention and the best deal we could find for this quantity of similar belts by $5. They're available in sizes from 30 to 44.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nrhrjqeyhzze1nx6iluz",https://www.dealnews.com/Mens-Genuine-Leather-Dress-Belt-2-Pack-for-8-free-shipping/2168009.html,$8,free shipping,,3,
Sunbeam Heated Throw,2017-12-29T20:44:39-05:00,BEDDING,2168006,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168006"">Sunbeam Fleece Heated Throw</a> in Navy Plaid for <strong>$19.96</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's tied with last week's mention and the lowest price we could find by $12. It features heat settings, auto-off, and a six-foot power cord.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xy6mrotkxkennghwgd1r",https://www.dealnews.com/Sunbeam-Heated-Throw-for-20-pickup-at-Walmart/2168006.html,$20,pickup at Walmart,,4,
Waterfly Sling Backpack,2017-12-29T20:41:53-05:00,BACKPACKS,2168012,"Waterfly via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168012"">Waterfly Sling Backpack</a> in several colors (Black pictured) for $17.99. Coupon code ""746UFTEE"" cuts it to <strong>$9.89</strong>. With <strong>free shipping</strong> for Prime members, that's the lowest price we could find by $18. It features several pockets.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cpcwlpexqfsgeove02nb",https://www.dealnews.com/Waterfly-Sling-Backpack-for-10-free-shipping-w-Prime/2168012.html,$10,free shipping w/ Prime,,3,True
3M Scotchgard Harmony Waterproof Mattress Pad,2017-12-29T20:34:18-05:00,BEDDING,2168000,"Walmart offers the Comfort Classics 3M Scotchgard Harmony Waterproof Mattress Pad in several sizes from <strong>$14.27</strong>, as listed below. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. For comparison, some retailers charge about double these prices. It fits mattresses up to 18"" deep. The deals:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168000"">Twin</a> for <strong>$14.27</strong> (low by $11)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087972,2168000"">Twin XL</a> for <strong>$18.29</strong> (low by $16)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087975,2168000"">King</a> for <b>$18.29</b> (low by $20)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087978,2168000"">California King</a> for <strong>$18.29</strong> (low by $21)
 </li>
</ul>
Note: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087981,2168000"">Queen size</a> is also available for <strong>$20.35</strong> (low by $14)","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/n8doqvgk6crlgorkpu4c",https://www.dealnews.com/3-M-Scotchgard-Harmony-Waterproof-Mattress-Pad-from-14-pickup-at-Walmart/2168000.html,from $14,pickup at Walmart,,3,True
American Eagle Outfitters Clearance Sale,2017-12-29T20:44:22-05:00,CLOTHING & ACCESSORIES,2167997,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087963,2167997"">American Eagle Outfitters</a> takes <strong>60% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087966,2167997"">clearance apparel</a>. (Prices are as marked.) Shipping adds <strong>$7</strong>, but orders of $50 or more qualify for free shipping. Sizes are limited, and some exclusions apply. Deal ends January 10. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167997"">American Eagle Women's Cozy Inside &amp; Out Sweatshirt</a> for <strong>$15.98</strong> (pictured, $24 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087969,2167997"">American Eagle Men's Fleece Throwback Cotton Sweatshirt</a> for <strong>$17.98</strong> ($27 off)
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wp99qpowjxqlybkpdal8",https://www.dealnews.com/American-Eagle-Outfitters-Clearance-Sale-60-off-free-shipping-w-50/2167997.html,60% off,free shipping w/ $50,,4,
"Insignia 49"" 1080p LED LCD HD Roku Smart TV",2017-12-29T11:47:23-05:00,TVS,2167994,"Best Buy via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167994"">Insignia 48.5"" 1080p LED-Backlit LCD HD Roku Smart Television</a>, model no. NS-49DR420NA18, for <b>$279.99</b> with <b>free shipping</b>. That's $120 off list and tied with our mention from three weeks ago as the lowest price we could find. (It also beats Best Buy's Black Friday offer.) It features a 1920x1080 (1080p) native resolution, WiFi, built-in Roku TV (with access to Netflix, Hulu Plus, YouTube, more), USB, and three HDMI inputs.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/scw790wl184xwfib6tnh",https://www.dealnews.com/Insignia-49-1080-p-LED-LCD-HD-Roku-Smart-TV-for-280-free-shipping/2167994.html,$280,free shipping,,2,
"Refurb Asus Transformer 10"" 64GB Touch Laptop",2017-12-29T20:42:07-05:00,LAPTOPS,2167988,"Refurb for Less via eBay offers the refurbished 1.8-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167988"">Asus Transformer Mini Intel Atom 1.44GHz 10.1"" Touchscreen 2-in-1 Laptop</a> in Gray for <strong>$154.99</strong> with <strong>free shipping</strong>. That's $35 under our Black Friday week refurb mention and the lowest price we've seen. (It's the best deal we could find by $79 for a refurb today.)<br>
<br>
It functions as a laptop or tablet and features an Intel Cherry Trail Atom x5-Z8350 1.44GHz quad-core processor, 10.1"" 1280x800 LED-backlit touchscreen LCD, 4GB RAM, 64GB eMMC storage, 802.11ac wireless, detachable keyboard, built-in kickstand, 2-cell battery, and Windows 10 Home 64-bit. It comes with a stylus pen.<br>
<br>
Note: A 90-day warranty applies, but it's not clear who it's provided by.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gag0zq5v3kmly0aekgru",https://www.dealnews.com/Refurb-Asus-Transformer-10-64-GB-Touch-Laptop-for-155-free-shipping/2167988.html,$155,free shipping,,4,True
Refurb D-Link Day/Night WiFi Security Camera,2017-12-29T21:11:29-05:00,SECURITY CAMERAS,2167991,"Altatac via Rakuten offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167991"">D-Link Day &amp; Night WiFi Security Camera</a> in White for <strong>$19.99</strong>. <del>Coupon code ""ATL2D"" drops it to <s>$19.99</s></del>. With <strong>free shipping</strong>, that's the lowest price we could find for a refurb by $8, although it was briefly $2 less four day ago. It features sound and motion detection, night vision up to 16 feet, and video resolutions up to 640x480 at 30 fps. It pairs with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087960,2167991"">mydlink app</a>.<br>
<br>
Note: No warranty information is provided.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mixvlhfcaq9rv9t6flnm",https://www.dealnews.com/Refurb-D-Link-Day-Night-Wi-Fi-Security-Camera-for-20-free-shipping/2167991.html,$20,free shipping,,3,
Incredible Adventures of Van Helsing III XB1,2017-12-29T21:08:16-05:00,GAMES,2167985,"For Xbox Live Gold members, Microsoft Store offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167985"">The Incredible Adventures of Van Helsing III for Xbox One</a> for <strong>free</strong>. That's $15 off list and the lowest price we could find. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/h1jd3ov1lriovzfcerso",https://www.dealnews.com/Incredible-Adventures-of-Van-Helsing-III-XB1-free-w-XBL-Gold/2167985.html,free w/ XBL Gold,,,3,
Tomb Raider Underworld for Xbox 360,2017-12-29T21:08:05-05:00,GAMES,2167982,"For Xbox Live Gold members only, Xbox Live Marketplace offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167982"">Tomb Raider Underworld for Xbox 360</a> for <strong>free</strong>. That's $20 off list and the lowest price we could find for this backwards-compatible game. Deal ends January 15.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bfcfudznc6e6ht5iqkkz",https://www.dealnews.com/Tomb-Raider-Underworld-for-Xbox-360-free-w-XBL-Gold/2167982.html,free w/ XBL Gold,,,3,
Anchor Hocking 16-oz. Canning Jar 6-Piece Set,2017-12-29T20:33:54-05:00,KITCHEN,2167979,"Oneida offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167979"">Anchor Hocking 16-oz. Glass Canning Jar 6-Piece Set</a> for $8.99. Apply coupon code ""DEALNEWSFREE"" to cut the price to <strong>$7.19</strong> and net <strong>free shipping</strong>. That's $23 off list and the lowest price we could find. Each is dishwasher safe. No lids are included. Deal ends December 30.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qarrjryzv9boqaabbi1v",https://www.dealnews.com/Anchor-Hocking-16-oz.-Canning-Jar-6-Piece-Set-for-7-free-shipping/2167979.html,$7,free shipping,,3,True
PlayStation Store Gift Cards at GMG,2017-12-29T14:25:23-05:00,GIFT CARDS,2167976,"Green Man Gaming takes <strong>10% off</strong> PlayStation Store gift cards, as listed below. That's tied with our August mention and a rare discount for PS Store credit; most retailers almost always charge face value. The deals:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087957,2167976"">$10 PlayStation Store Gift Card</a> for <strong>$9</strong> (low by $1)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087954,2167976"">$20 PlayStation Store Gift Card</a> for <strong>$18</strong> (low by $1)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167976"">$50 PlayStation Store Gift Card</a> for <strong>$45</strong> (low by $2)
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rl8fu8m6zhw6mag7csfp",https://www.dealnews.com/Play-Station-Store-Gift-Cards-at-GMG-10-off/2167976.html,10% off,,,1,
Joseph Abboud Sweaters at Men's Wearhouse,2017-12-29T20:17:08-05:00,SWEATERS,2167562,"Men's Wearhouse offers a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086883,2167562"">Joseph Abboud men's sweaters</a> for <strong>$9.99</strong>. Plus, Perfect Fit Rewards members bag <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086805,2167562"">join</a>.) That's a savings of at least $90 off list price. Sizes and stock may be limited. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167562"">Joseph Abboud Men's Shawl Collar Sweater</a> for <strong>$9.99</strong> (pictured, at least $110 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086808,2167562"">Joseph Abboud Men's V-Neck Sweater</a> for <strong>$9.99</strong> (at least $90 off)
 </li>
</ul>
Not finding a style that suits you? Men's Wearhouse also offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/Mens-Sweaters-at-Mens-Wearhouse-for-15-free-shipping/2167118.html"">wider selection of men's sweaters</a> for <b>$14.99</b> with <b>free shipping</b> for Perfect Fit Rewards members.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ujeyoirqwur5f4onj8ze",https://www.dealnews.com/Joseph-Abboud-Sweaters-at-Mens-Wearhouse-for-10-free-shipping/2167562.html,$10,free shipping,,5,
Soufull Professional Knife Sharpener,2017-12-29T10:02:15-05:00,KITCHEN,2167454,"Yichengjin via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167454"">Soufull Professional Knife Sharpener</a> for $15.88. Coupon code ""knsh1037"" cuts it to <strong>$10.37</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's tied with our mention from two weeks ago and the lowest price we've seen. (It's the best deal now by $8.) It features a 2-stage sharpener (coarse and fine) and non-slip base. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lzldftgl3ahe8j08cw17",https://www.dealnews.com/Soufull-Professional-Knife-Sharpener-for-10-free-shipping-w-Prime/2167454.html,$10,free shipping w/ Prime,,3,
9 Ways to Eat Healthy on a Budget in 2018,,CONSUMER NEWS,2163920,"Want to eat healthier and save more money in the new year? Contrary to popular belief, those two things aren't mutually exclusive. We rounded up a <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Ways-to-Eat-Healthy-on-a-Budget/"">few tips to help you get started on your 2018 resolutions</a>.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qgcpw7qdjaobbvzyvjjz",https://www.dealnews.com/features/Ways-to-Eat-Healthy-on-a-Budget/,,,2017-12-28T07:00:01-05:00,,
Wilsons Leather Big Winter Clearance,2017-12-29T09:48:17-05:00,CLOTHING & ACCESSORIES,2166869,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2166869"">Wilsons Leather</a> takes <strong>up to 80% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17085449,2166869"">clearance items</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17085452,2166869"">Big Winter Clearance Sale</a>. Plus, get an <strong>extra 20% off</strong> sitewide when you add items to cart. Shipping starts at <strong>$5.95</strong>, or get free shipping with orders of $75 or more via coupon code ""SHIP75"". <del>Alternatively, get an additional $10 off and bag free shipping on orders of $100 or more via coupon code ""8685A"".</del> Some exclusions may apply. Deal ends December 31.<br>
<br>
<i>Update</i>: Get an <strong>additional $10 off</strong> orders of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17085455,2166869"">$100 or more</a> and bag <strong>free shipping</strong> on orders of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088236,2166869"">$50 or more</a> via coupon code ""DEALNEWS10"".<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s334/Wilsons-Leather/"">Wilsons Leather Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/c2sbmilsypvod1u77nqj",https://www.dealnews.com/Wilsons-Leather-Big-Winter-Clearance-Up-to-80-off-20-off-free-shipping-w-100/2166869.html,Up to 80% off + 20% off,free shipping w/ $100,,4,
