shipping,price,url,description,editors_choice,time_published,hotness,uuid,title,category,picture_url,time_modified
free shipping,$119,https://www.dealnews.com/New-Age-Adjustable-Ceiling-Storage-Rack-for-119-free-shipping/2171594.html,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171594"">NewAge Versarac Adjustable Ceiling Storage Rack</a> in Gray for <strong>$119</strong> with <strong>free shipping</strong>. That's $80 off and the lowest price we could find. It measures 96"" x 48"" x 42"" and features a load capacity of 600 lb. Deal ends January 31.",,,3,2171594,NewAge Adjustable Ceiling Storage Rack,TOOL STORAGE & ORGANIZATION,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ythzhblzjt4zzfpx4bl7",2018-01-04T20:59:16-05:00
free shipping,$75,https://www.dealnews.com/Fitness-Gear-40-lb.-Weighted-Vest-for-75-free-shipping/2171540.html,"Dick's Sporting Goods offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171540"">Fitness Gear 40 lb. Weighted Vest</a> for <strong>$74.99</strong> with <strong>free shipping</strong>. That's $25 off list and the lowest price we could find. It features 20 pockets of removable 2-lb. weights.",,,3,2171540,Fitness Gear 40 lb. Weighted Vest,EXERCISE EQUIPMENT,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uleiggoq1wxthrdehosw",2018-01-04T20:58:32-05:00
free shipping,$15,https://www.dealnews.com/Columbia-Toddler-Girls-Rain-Jacket-for-15-free-shipping/2171561.html,"Columbia offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171561"">Columbia Toddler Girls' Switchback Rain Jacket</a> in Pacific Rim or Eve for <strong>$14.90</strong>. Plus, Greater Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095574,2171561"">sign up</a>.) That's the lowest price we could find by $10. It's available in sizes 2T to 4T.",,2018-01-04T07:15:35-05:00,2,2171561,Columbia Toddler Girls' Rain Jacket,KIDS' CLOTHES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x2kwjhdhxxsaksqxghaf",
pickup at Walmart,$17,https://www.dealnews.com/Logitech-K400-Wireless-Touchpad-Keyboard-for-17-pickup-at-Walmart/2171567.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171567"">Logitech K400 Wireless Touchpad Keyboard</a> for <strong>$16.97</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's the lowest price we could find by $3, although we saw it for a buck less last Black Friday. It features a 33-foot wireless range, built-in 3.5"" touchpad, and multimedia hot keys.",,,2,2171567,Logitech K400 Wireless Touchpad Keyboard,KEYBOARDS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qofkdbhktgejzozdbeod",2018-01-04T21:29:12-05:00
free shipping,$23,https://www.dealnews.com/6-Piece-Non-Stick-Copper-Bakeware-Set-for-23-free-shipping/2171576.html,"13 Deals offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171576"">6-Piece Non-Stick Copper Bakeware Set</a> for <strong>$22.99</strong> with <strong>free shipping</strong>. That's $27 off and the lowest price we could find. It includes three cake pans, a muffin pan, medium loaf pan, and a cookie sheet.",,2018-01-04T07:13:01-05:00,2,2171576,6-Piece Non-Stick Copper Bakeware Set,KITCHEN,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qi00iedpkfshwqfga3od",
free shipping,$35,https://www.dealnews.com/G.H.-Bass-Co.-Mens-Bruno-Leather-Oxfords-for-35-free-shipping/2171558.html,"Nashville Shoe Warehouse via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171558"">G.H. Bass &amp; Co. Men's Bruno Leather Oxford Shoes</a> in Chocolate for <strong>$34.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $45. They're available in sizes <del>7.5</del> 8.5 to 13.",,,4,2171558,G.H. Bass & Co. Men's Bruno Leather Oxfords,SHOES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/npb4nnjbmgytx2f59hle",2018-01-05T03:38:05-05:00
free shipping,$13,https://www.dealnews.com/220-Dixie-Everyday-Disposable-Paper-Plates-for-13-free-shipping/2171534.html,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171534"">five Dixie Everyday Disposable Paper Plate 44-Packs</a> (220 total) for <strong>$13.29</strong> with <strong>free shipping</strong> via the steps below. That's the lowest price we could find by $10, although we saw them for $2 less last November. They're cut-resistant and microwavable. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095559,2171534"">220 Dixie Everyday Disposable Paper Plates</a> for $16.09
 </li>
 <li>clip the $2 off coupon on the product page
 </li>
 <li>check out via Subscribe &amp; Save for a final price of <strong>$13.29</strong> and to receive <strong>free shipping</strong>
 </li>
</ol>
Be sure to cancel Subscribe & Save once your order ships to avoid being billed for subsequent shipments.",,,3,2171534,220 Dixie Everyday Disposable Paper Plates,PARTY SUPPLIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/awhn9xsvfzebs1nolexm",2018-01-04T21:38:06-05:00
free shipping,$55,https://www.dealnews.com/Turbo-Tax-Premier-2017-PC-Mac-w-Quicken-2018-for-55-free-shipping/2171522.html,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171522"">Intuit TurboTax Premier 2017 Federal + E-File + State Tax Preparation Software for Windows and Mac</a> bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095556,2171522"">Quicken Starter Edition 2018 1-Year Membership</a> for <strong>$54.86</strong> with <strong>free shipping</strong>. That's tied with last week's mention and $35 under the lowest price we could find for these items sold separately elsewhere.",,,4,2171522,TurboTax Premier 2017 PC/Mac w/ Quicken 2018,SOFTWARE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mbvv75bnpc0rmdmmem28",2018-01-05T03:36:26-05:00
pickup at REI,$7,https://www.dealnews.com/Seattle-Sports-8-L-Aqua-Sto-Water-Keg-for-7-pickup-at-REI/2171516.html,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171516"">Seattle Sports 8-Liter AquaSto Water Keg</a> in Black for <strong>$6.73</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's the lowest price we could find by $4. It doubles as solar water heater for showers and dish washing, and includes a flat cap, a push-pull cap, spigot, and carry handle.",,,2,2171516,Seattle Sports 8L AquaSto Water Keg,CAMPING & OUTDOORS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vcivlgs9tqw5arvnylmz",2018-01-04T20:57:48-05:00
pickup at Walmart,$100,https://www.dealnews.com/Holly-Martin-Lydock-Console-Table-for-100-pickup-at-Walmart/2171543.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171543"">Holly &amp; Martin Lydock Console Table</a> in Black for $104.38. (Select this option from ""Other sellers"" under the price info.) Opt for in-store <strong>pickup</strong> to drop the price to <strong>$99.68</strong>. That's the lowest price we could find by $18.",,,3,2171543,Holly & Martin Lydock Console Table,TABLES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sjbub89gktbvmvk9axq3",2018-01-04T20:56:49-05:00
pickup at REI,$7,https://www.dealnews.com/Fox-River-Sport-Tab-Lightweight-Socks-2-Pack-for-7-pickup-at-REI/2171501.html,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171501"">Fox River Sport Tab Lightweight Socks 2-Pack</a> in several colors (Purple pictured) for <strong>$6.73</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's $5 off list and the lowest price we could find. They're available in size M only.",,2018-01-04T06:38:23-05:00,1,2171501,Fox River Sport Tab Lightweight Socks 2-Pack,SOCKS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pv57l6knhmsragwzmgyf",
free shipping w/ Prime,$10,https://www.dealnews.com/X-Chef-Garlic-Press-Set-for-10-free-shipping-w-Prime/2171486.html,"X-Chef via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171486"">X-Chef Garlic Press Set</a> for <strong>$10.39</strong> with <strong>free shipping</strong>. That's the lowest price we could find by a buck. It includes the press, silicone tube roller, and a cleaning brush.",,,3,2171486,X-Chef Garlic Press Set,KITCHEN,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zzgjgqln3quwld8wol5w",2018-01-04T21:03:39-05:00
free s&h w/beauty item,$22,https://www.dealnews.com/Converse-Womens-Animal-Hi-or-Low-Sneakers-for-22-free-s-h-w-beauty-item/2171477.html,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171477"">Converse Women's Chuck Taylor Animal Print High Sneakers</a> for <strong>$22.48</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095529,2171477"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $43 off list and the lowest price we could find. They're available in sizes 5 to 10.<br>
<br>
Also available is the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095532,2171477"">Converse Women's Chuck Taylor Ox Animal Print Low Sneakers</a> for <strong>$22.48</strong>. Pad your order as above to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $38 off list and the lowest price we could find. They're available in sizes 5 to 8.",,,3,2171477,Converse Women's Animal Hi or Low Sneakers,SHOES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nnrzp0o6ld2fa6dobk5d",2018-01-04T20:56:15-05:00
,30% off,https://www.dealnews.com/Car-Batteries-at-Advance-Auto-Parts-30-off/2171300.html,"For in-store pickup only, Advance Auto Parts takes <strong>30% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171300"">car batteries</a> via coupon code ""EM308A"". (The coupon may apply automatically.) A $50 maximum savings applies. Deal ends January 7.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s2750/Advance-Auto-Parts/"">Advance Auto Parts Coupons</a>.</p>",,,4,2171300,Car Batteries at Advance Auto Parts,AUTOMOTIVE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gqz5lisxoxh9oiapv03m",2018-01-05T03:35:32-05:00
pickup at REI,$28,https://www.dealnews.com/Big-Agnes-mtn-GLO-Light-Accessory-Kit-for-28-pickup-at-REI/2171531.html,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171531"">Big Agnes mtnGLO Light Accessory Kit</a> in Black for <strong>$27.73</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $12. It includes a 100"" strand of LED lights. Three AAA batteries are required (not included).",,2018-01-04T06:24:16-05:00,2,2171531,Big Agnes mtnGLO Light Accessory Kit,CAMPING & OUTDOORS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/c526bsb5zr57geukd3ed",
free shipping,$4,https://www.dealnews.com/Tao-Tronics-Car-Phone-Mount-for-CD-Player-Slot-for-4-free-shipping/2171456.html,"Sunvalley Brands via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171456"">TaoTronics Car Phone Mount for CD Player Slot</a> for $10.99. Clip the coupon on the product page to drop the price to <strong>$4.40</strong>. (Click ""1 Applicable Promotion"" to clip the coupon; you will see this price reflected at final checkout.) With <strong>free shipping</strong> for Prime members, that's the lowest price we could find by $9. It accommodates devices 2"" to 4"" wide and features 360° rotation, a nonslip silicone pad, and side mounted release button.",,,3,2171456,TaoTronics Car Phone Mount for CD Player Slot,AUTOMOTIVE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aj0xetnzot2sgfracwuo",2018-01-04T20:52:51-05:00
free shipping w/ Prime,$7,https://www.dealnews.com/Dynamic-H-B-Womens-Babydoll-Lingerie-Set-for-7-free-shipping-w-Prime/2171519.html,"Dynamic H&B via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171519"">Dynamic H&amp;B Women's Babydoll Lingerie Set</a> in Black for $12.99. Coupon code ""Q53XKOHL"" drops it to <b>$6.99</b>. With <b>free shipping</b> for Prime members, that's a buck under last month's mention, $23 off list, and the lowest price we could find. It's available in sizes S to XXL. Deal ends March 31.",,,4,2171519,Dynamic H&B Women's Babydoll Lingerie Set,INTIMATES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mbyvodbcyfm6yj1nxhok",2018-01-05T03:34:49-05:00
free shipping,$30,https://www.dealnews.com/Bludio-Turbine-3-Bluetooth-Headphones-for-30-free-shipping/2171510.html,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171510"">Bludio Turbine 3 Extra Bass Bluetooth Headphones</a> in Black, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095550,2171510"">Gold</a>, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095553,2171510"">Red</a>, for $39.99. Coupon code ""7JU9XPET"" cuts the price to <b>$29.99</b>. With <b>free shipping</b>, that's tied with our mention from last February and the lowest price we could find by $20. Features include 57mm drivers, a 15Hz to 25kHz frequency response, and range of up to 33 feet. Deal ends March 31.",,,3,2171510,Bludio Turbine 3 Bluetooth Headphones,HEADPHONES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/w2wknkqwuzlesfualyqn",2018-01-04T20:52:07-05:00
pickup at REI,$22,https://www.dealnews.com/Marmot-Urban-Hauler-Medium-Pack-for-22-pickup-at-REI/2171513.html,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171513"">Marmot Urban Hauler Medium Pack</a> in Fragment Camo/Brown Moss for <strong>$21.73</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's the lowest price we could find by $23.",,,3,2171513,Marmot Urban Hauler Medium Pack,BACKPACKS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d5hspxklfstekrltio2d",2018-01-04T20:50:36-05:00
free shipping,$38,https://www.dealnews.com/108-Cottonelle-Toilet-Paper-Double-Rolls-for-38-free-shipping/2171495.html,"Target offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171495"">three Cottonelle Ultra Comfort Care Toilet Paper Double Roll 36-Count Packs</a> (108 total) for <strong>$38.42</strong> with <strong>free shipping</strong> via the steps below. That's $0.36 per roll and the lowest price we could find by $20. Deal ends January 6. To get this price:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095541,2171495"">Cottonelle Ultra Comfort Care Toilet Paper Double Roll 36-Count Pack</a> for $16.99
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095544,2171495"">add three</a> for an in-cart price of $40.97
 </li>
 <li>subscribe for a final price of <strong>$38.42</strong>
 </li>
</ol>
Note: Be sure to cancel your subscription once it ships to avoid being billed for subsequent shipments.",True,,4,2171495,108 Cottonelle Toilet Paper Double Rolls,BED & BATH,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/klqw2emotfv6oknmavnq",2018-01-05T03:33:31-05:00
