description,uuid,title,category,price,picture_url,shipping,editors_choice,time_published,time_modified,url,hotness
"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092586,2170274"">Men's Wearhouse</a> takes <strong>up to 70% off</strong> a selection of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092526,2170274"">men's apparel</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092529,2170274"">Winter Clearance Sale</a>. Plus, Perfect Fit Rewards members bag <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092532,2170274"">join</a>.) A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092589,2170274"">Joseph Abboud Men's Check Dress Shirt</a> for <strong>$69.99</strong> ($30 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170274"">Calvin Klein Men's Extreme Slim Fit Sport Coat</a> for <strong>$149.99</strong> (pictured, $250 off)
 </li>
</ul>",2170274,Men's Wearhouse Winter Clearance Sale,CLOTHING & ACCESSORIES,Up to 70% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dwhowwaqfehwag1jodsz",free shipping,,,2018-01-03T07:32:18-05:00,https://www.dealnews.com/Mens-Wearhouse-Winter-Clearance-Sale-Up-to-70-off-free-shipping/2170274.html,3
"Reignet via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170289"">Reignet 50-Mile Range Amplified TV Antenna</a> for $21.99. Coupon code ""RIXCWNEE"" cuts that to <b>$15.83</b>. Plus, Prime members bag <strong>free shipping</strong>. That's $6 off and the lowest price we could find, although we saw it for $3 less a month ago. It includes two Velcro patches and a 16.5-foot coaxial cable. Deal ends January 10.",2170289,Reignet 50-Mile Range Amplified TV Antenna,TV ANTENNAS & RECEIVERS,$16,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jqaagcb07badqv73ayjq",free shipping w/ Prime,,,2018-01-03T07:31:20-05:00,https://www.dealnews.com/Reignet-50-Mile-Range-Amplified-TV-Antenna-for-16-free-shipping-w-Prime/2170289.html,2
"Holsem via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170268"">Holsem 5-Outlet Surge Protector Power Strip</a> in Black or White for $18.95. Coupon code ""HHK6AECF"" drops it to <b>$10.49</b>. Plus, Prime members bag <b>free shipping</b>. That's $8 off list and the lowest price we could find. It features two USB charging outlets, surge protection up to 1,000 joules, and a 4-foot cord. Deal ends February 28.",2170268,Holsem 5-Outlet Surge Protector Power Strip,SURGE PROTECTORS,$10,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/usbq8udmjwuxdiooxuku",free shipping w/ Prime,,,2018-01-03T07:27:33-05:00,https://www.dealnews.com/Holsem-5-Outlet-Surge-Protector-Power-Strip-for-10-free-shipping-w-Prime/2170268.html,3
"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170280"">Old Navy</a> takes <strong>up to 75% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092541,2170280"">clearance items</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092544,2170280"">Epic Clearance Event</a>. Even better, an <strong>extra 20% off</strong> applies in-cart. Shipping adds <strong>$7</strong>, but orders of $50 or more receive free shipping. Some exclusions may apply. Deal ends January 3.",2170280,Old Navy Epic Clearance Event,CLOTHING & ACCESSORIES,Up to 75% off + 20% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gytsotk3hlwhrjqxkq7n",free shipping w/ $50,,,2018-01-03T08:04:46-05:00,https://www.dealnews.com/Old-Navy-Epic-Clearance-Event-Up-to-75-off-20-off-free-shipping-w-50/2170280.html,5
"Weme via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170271"">Weme SuperSpeed Aluminum USB 3.0 Multi-in-1 Card Reader with OTG Adapter</a> for $13.99. Coupon code ""EHDAIWR4"" cuts it to <strong>$10.99</strong>. With <strong>free shipping</strong>, that's tied with our September mention and the lowest price we could find by $5. It features data transfer rates up to 5GB/s and is compatible with SD, SDHC, SDXC, microSD, microSDHC, microSDXC, CF, TF, MD, and MMC cards. Deal ends January 15.",2170271,Weme USB 3.0 Multi-in-1 Card Reader,FLASH MEMORY CARD READERS,$11,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ufzpx3qokoelkjvvwo58",free shipping w/ Prime,,2018-01-02T12:00:54-05:00,,https://www.dealnews.com/Weme-USB-3.0-Multi-in-1-Card-Reader-for-11-free-shipping-w-Prime/2170271.html,2
"TechRabbit offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170265"">two Parrot Jumping Night Mini Drones</a> in several colors (White pictured) for <strong>$49.99</strong> with <strong>free shipping</strong>. (Add two to your cart to see the discount.) That's the lowest price we could find for this quantity by at least $50, with most vendors charging the $150 retail price for one drone alone. It jumps up to 2.5 feet in the air and features two LED lights, 20 minutes of usage time, and VGA mini camera. Deal ends January 8.",2170265,2 Parrot Jumping Night Mini Drones,TOYS & HOBBIES,$50,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cfbcwgbzidexla4a6r7x",free shipping,True,,2018-01-03T08:28:10-05:00,https://www.dealnews.com/2-Parrot-Jumping-Night-Mini-Drones-for-50-free-shipping/2170265.html,3
"JCPenney offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170256"">Claiborne Men's Cotton Pants</a> in Asphalt Grey for $17.99. Coupon code ""4DEALS"" cuts that to <strong>$13.49</strong>. Choose <strong>$3.95</strong> in-store pickup to dodge the $8.95 shipping fee. That's $47 off list and the lowest price we could find. They come in select sizes from <del>30x30 to 40x30</del> 32x32 to 38x32. Deal ends January 10.",2170256,Claiborne Men's Cotton Pants,PANTS,$13,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ogptuoakyieiqnbbgdyq",$4 pickup at JCP,True,,2018-01-03T08:27:30-05:00,https://www.dealnews.com/Claiborne-Mens-Cotton-Pants-for-13-4-pickup-at-JCP/2170256.html,3
"Weme via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170226"">Alxum 48-watt 5-Port USB Charging Station</a> in Black for $34.99. Coupon code ""7XPUSGR9"" cuts it to <strong>$29.99</strong>. With <strong>free shipping</strong>, that's $5 off and the lowest price we could find. It features BC 1.2 technology and provides up to 5-volts / 2.4-amps of power per port. Deal ends January 15.",2170226,Alxum 48W 5-Port USB Charging Station,CELL PHONE CHARGERS,$30,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/z0ve3erqmglk7a3kkida",free shipping,,2018-01-02T11:32:06-05:00,,https://www.dealnews.com/Alxum-48-W-5-Port-USB-Charging-Station-for-30-free-shipping/2170226.html,2
"Anccer via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170175"">Anccer Thin iPhone X Case</a> in several colors for $11.99. Coupon code ""HWLO6ING"" drops it to <b>$4.92</b>. With <b>free shipping</b> for Prime members, the lowest price we could find by $9, although we saw it for $1 less two weeks ago. It's compatible with wireless charging. Deal ends February 1.",2170175,Anccer Thin iPhone X Case,IPHONE CASES,$5,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ppsak7f5zo4ihjphtdkf",free shipping w/ Prime,,,2018-01-03T07:24:14-05:00,https://www.dealnews.com/Anccer-Thin-iPhone-X-Case-for-5-free-shipping-w-Prime/2170175.html,3
"Cosmos via ShermansTravel discounts a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170232"">Spain and Portugal Hotel and Escorted Tour Packages</a>, with prices starting from <b>$869 per person</b>. Choose from a range of itineraries, with durations from six to 30 nights Book this travel deal by January 31.<br>
<br>
Note: International airfare is not included.",2170232,Spain & Portugal Hotel & Tour Packages,VACATIONS,from $869 per person,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/annlkfxw8hhygbxd0qe7",,,,2018-01-03T09:29:55-05:00,https://www.dealnews.com/Spain-Portugal-Hotel-Tour-Packages-from-869-per-person/2170232.html,3
"JCPenney offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170229"">Claiborne Men's Microfiber Pants</a> in Riverstone for $17.99. Coupon code ""4DEALS"" cuts that to <strong>$13.49</strong>. Choose <strong>$3.95</strong> in-store pickup to dodge the $8.95 shipping fee. That's $47 off list and the lowest price we could find. They come in limited sizes from 30x30 to 40x32. Deal ends January 10.",2170229,Claiborne Men's Microfiber Pants,PANTS,$13,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wpakx1fwj9subqpu3oi0",$4 pickup at JCP,True,,2018-01-03T08:27:08-05:00,https://www.dealnews.com/Claiborne-Mens-Microfiber-Pants-for-13-4-pickup-at-JCP/2170229.html,4
"OXA USA COM via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170208"">Drocon Hacker Drone with 720p Camera</a> for $39.99. Coupon code ""AS8COH9N "" cuts it to <strong>$29.99</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $16, although we saw it for $10 less in October. It features headless mode, which keeps the orientation constant, and a 360-degree stunt function. Deal ends January 31.",2170208,Drocon Hacker Drone with 720p Camera,TOYS & HOBBIES,$30,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hv51yp1gyksu6kbhtybe",free shipping,,,2018-01-03T07:23:21-05:00,https://www.dealnews.com/Drocon-Hacker-Drone-with-720-p-Camera-for-30-free-shipping/2170208.html,3
"Lenovo offer the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170160"">Lenovo IdeaCentre 510A AMD A10-9700 3.5GHz Desktop PC</a> for $499.99. Coupon code ""GAMING15"" cuts it to <strong>$424.99</strong>. With <strong>free shipping</strong>, that's $75 off list and the lowest price we could find. It features an AMD A10-9700 3.5GHz quad-core APU, 12GB RAM, 2TB hard drive, 802.11ac wireless, Bluetooth 4.0, DVD burner, two USB 3.0, four USB 2.0, HDMI, and Windows 10 Home 64. Deal ends January 3.",2170160,Lenovo IdeaCentre AMD 510A 3.5GHz Desktop PC,DESKTOPS,$425,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ashw9klfww13vstzchht",free shipping,,2018-01-02T10:46:50-05:00,,https://www.dealnews.com/Lenovo-Idea-Centre-AMD-510-A-3.5-GHz-Desktop-PC-for-425-free-shipping/2170160.html,2
"HotLife via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170187"">HotLife LED Travel Mirror</a> for $14.98. Coupon code ""N29HNUHP"" cuts that to <strong>$7.49</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's the lowest price we could find by around $15. It features eight dimmable LEDs and one 2x magnification mirror. It requires two CR2025 batteries (and comes with four).",2170187,HotLife LED Travel Mirror,BEAUTY,$7,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ouh8jxzti9d8nznrwyoq",free shipping w/ Prime,,,2018-01-03T07:22:07-05:00,https://www.dealnews.com/Hot-Life-LED-Travel-Mirror-for-7-free-shipping-w-Prime/2170187.html,3
"For in-store pickup only and with stock varying by location, Micro Center offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170166"">Apple iPad Pro 10.5"" 64GB WiFi Tablet</a> in Space Gray for <strong>$499.99</strong>. That's tied with our December mention as the lowest price we've seen. (It's the best deal now by $88.) This 2017 model features a new Retina display with 120Hz refresh rate and dynamic adjustment, as well as a new A10X Fusion chip with a 6-core CPU and 12-core GPU.",2170166,"Apple iPad Pro 10.5"" 64GB WiFi Tablet",IPADS,$500,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/knperbgig3t1vrugoarg",pickup at Micro Center,True,,2018-01-03T08:26:06-05:00,https://www.dealnews.com/Apple-iPad-Pro-10.5-64-GB-Wi-Fi-Tablet-for-500-pickup-at-Micro-Center/2170166.html,3
"Cruise.com via ShermansCruise a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170178"">Royal Caribbean 4-Night Bahamas Cruise for Two</a> with prices starting from <strong>$437</strong>. (Scroll down on the landing page and click ""Book Now"" next to the March 8 sailing date.) That's the lowest price we could find for such a cruise this March by $139. This roundtrip cruise aboard the Empress of the Seas departs on March 8 from Miami, FL. Book this travel deal by February 28.",2170178,RCCL 4Nt Bahamas Cruise in March,CRUISES,from $437 for 2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cpnrpnuqk0k0pgippida",,,,2018-01-03T09:29:16-05:00,https://www.dealnews.com/RCCL-4-Nt-Bahamas-Cruise-in-March-from-437-for-2/2170178.html,3
"Delta Air Lines via ShermansTravel offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170169"">Delta Air Lines 1-Way Fares Nationwide</a> with prices starting from <strong>$58.30</strong>. (On the ShermansTravel landing page, click on ""Delta.com"" in the top line to book.) This price is valid on flights departing on February 28 from Los Angeles, CA, (LAX) with arrival in Phoenix, AZ, (PHX). That's the lowest price we could find for select routes today on Delta by at least $27. Book this travel deal by February 28.<br>
<br>
All prices, dates, and booking details were valid at the time of publication.",2170169,Delta Air Lines Nationwide Flights,AIRFARE,from $58 1-Way,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bipqx1jyvzlle4c5hh22",,,,2018-01-03T09:43:50-05:00,https://www.dealnews.com/Delta-Air-Lines-Nationwide-Flights-from-58-1-Way/2170169.html,3
"Target offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170157"">Target Women's 7-Piece January Beauty Box</a> for <strong>$7</strong> with <strong>free shipping</strong>. That's a buck under the list price of just the two masks. Each box includes seven samples from brands like Dove, Vichy, and Covergirl, as well as a Target beauty coupon.<br>
<br>
Also available is the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092166,2170157"">Target Women's 6-Piece Best of Boots Beauty Box</a> for <strong>$7</strong> with <strong>free shipping</strong>. That's at least $5 under the list price of the eyeshadow palette alone. It includes six samples of Boots' cult classics and best-sellers.",2170157,Target Women's January Beauty Box,BEAUTY,$7,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bglzn0p5jonwynbt0itb",free shipping,,,2018-01-03T07:21:14-05:00,https://www.dealnews.com/Target-Womens-January-Beauty-Box-for-7-free-shipping/2170157.html,3
"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170145"">Lenovo</a> takes <strong>up to 65% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092079,2170145"">laptops, desktops, and accessories</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092082,2170145"">Clearance Sale</a>. Plus, all orders receive <strong>free shipping</strong>. Stock may be limited for some items, and some exclusions may apply.",2170145,Lenovo Clearance Sale,COMPUTERS,Up to 65% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xegjgvthrhgw8zgbaciz",free shipping,,,2018-01-03T09:07:08-05:00,https://www.dealnews.com/Lenovo-Clearance-Sale-Up-to-65-off-free-shipping/2170145.html,4
"Proozy offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170148"">The North Face Men's Campshire Full Zip Jacket</a> in several colors (Urban Navy pictured) for $99.99. Coupon code ""DN88"" knocks it to <strong>$88</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $41. It comes in sizes S to XXL. Deal ends January 8.",2170148,The North Face Men's Campshire Jacket,COATS,$88,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zs2hhslcrnaysawn79kd",free shipping,,,2018-01-03T07:18:49-05:00,https://www.dealnews.com/The-North-Face-Mens-Campshire-Jacket-for-88-free-shipping/2170148.html,3
"Vistaprint continues to offer <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170139"">500 Business Cards</a> with prices starting from <b>$9.99</b> plus <b>$4.99</b> for shipping. (You may need to apply coupon code ""VPBC500"" and choose ""Economy shipping"" at checkout to get this deal.) That's tied with our November mention, $10 off list, and the lowest price we could find. Each card measures 2"" x 3.5"". Choose from 45 designs for economy cards or more than 4,000 designs for standard business cards.",2170139,500 Business Cards,SUPPLIES,$10,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lfrsikztl5eq4uvbf8et",$5 shipping,,2018-01-02T10:02:43-05:00,,https://www.dealnews.com/500-Business-Cards-for-10-5-s-h/2170139.html,2
