price,title,editors_choice,time_published,url,time_modified,hotness,category,uuid,description,picture_url,shipping
$18,"Pisen 10,000mAh LED Dual-USB Power Bank",,2018-01-04T06:00:29-05:00,https://www.dealnews.com/Pisen-10-000-m-Ah-LED-Dual-USB-Power-Bank-for-18-free-shipping-w-Prime/2171504.html,,2,PORTABLE POWER BANKS,2171504,"Pisen Electronics via Amazon offers Prime members its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171504"">Pisen 10,000mAh LED Dual-USB Portable Battery Pack</a> in several colors (Silver pictured) for $23.99. Coupon code ""3YXAYFO7"" cuts it to <strong>$17.99</strong>. With <strong>free shipping</strong>, that's tied with our mention from three weeks ago and the lowest price we could find by $2. It features a 3-digit LED battery level indicator, dual USB smart-charging ports (with 2.4-amp total output), and aluminum alloy shell. Deal ends January 8.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fxuensbnf9xsaiohbjcd",free shipping w/ Prime
$9 w/ MyLowe's membership,Stanley 32-Piece Screwdriver Bit Set,,,https://www.dealnews.com/Stanley-32-Piece-Screwdriver-Bit-Set-for-9-w-My-Lowes-membership-pickup-at-Lowes/2171498.html,2018-01-04T20:49:55-05:00,3,HAND TOOLS,2171498,"For in-store pickup only, and for its MyLowe's members only, Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171498"">Stanley 32-Piece Screwdriver Bit Set</a> for $9.98. In-cart, that drops to <strong>$8.98</strong>. That's $11 off list and the lowest price we could find. It includes a ratcheting wrench with a 5 degree arc swing.<br>
<br>
Not a MyLowe's member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095547,2171498"">sign up</a>.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/niswaphigyodpbn4nocn",pickup at Lowe's
$8,ThermaGear Men's Heated Gloves w/2 Heat Packs,,,https://www.dealnews.com/Therma-Gear-Mens-Heated-Gloves-w-2-Heat-Packs-for-8-free-shipping/2171474.html,2018-01-04T16:17:34-05:00,5,ACCESSORIES,2171474,"As one of its daily deals, 13 Deals offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171474"">ThermaGear Men's Heated Gloves with two Heat Packs</a> for <strong>$8.49</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $11. They feature non-slip palms, smartphone touch fingertips, and built in heat zones for eight hours warmth. They're available in sizes L and XL. Deal ends today.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dwcl3ahndgbq6q8udl2e",free shipping
$46,"PNY 120GB SATA 6Gbps 2.5"" Internal SSD",,2018-01-04T05:43:28-05:00,https://www.dealnews.com/PNY-120-GB-SATA-6-Gbps-2.5-Internal-SSD-for-46-free-shipping/2171489.html,,2,INTERNAL HARD DRIVES,2171489,"As one of its daily deals, Newegg offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171489"">PNY 120GB CS900 Serial ATA 6Gb/s 2.5"" Internal SSD</a> for $49.99. Coupon code ""EMCSPEPS3"" cuts the price to <strong>$45.99</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $4. It features read speeds up to 515MB/s and write speeds up to 490MB/s. Deal ends today.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jys6kayzdvyyncmhrtge",free shipping
$6,Atkins Endulge Treat Caramel Nut Bar 10pk,,,https://www.dealnews.com/Atkins-Endulge-Treat-Caramel-Nut-Bar-10-pk-for-6-free-shipping/2171492.html,2018-01-04T20:49:15-05:00,3,GROCERIES,2171492,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171492"">Atkins Endulge Treat Caramel Nut Chew Bar 10-Count Box</a> for <strong>$6.33</strong> with <strong>free shipping</strong>, via the directions below. That's a buck under our November mention and around $4 under what you'd pay at a local store. To get this price:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171492"">Atkins Endulge Treat Caramel Nut Chew Bar 10-Count Box</a> for $9.75
 </li>
 <li>clip the 30% off coupon on the product page
 </li>
 <li>check out with Subscribe &amp; Save for a final price of <strong>$6.33</strong> with <strong>free shipping</strong>
 </li>
</ol>
Be sure to cancel Subscribe & Save once your order ships to avoid being billed for subsequent shipments.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jqcdpjspnk9remumvrps",free shipping
$12,"Natrogix Omega-3 Fish Oil 3,000mg 180-Count",,,https://www.dealnews.com/Natrogix-Omega-3-Fish-Oil-3-000-mg-180-Count-for-12-free-shipping-w-Prime/2171483.html,2018-01-04T20:48:36-05:00,3,SUPPLEMENTS,2171483,"Natrogix via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171483"">Natrogix Omega-3 Fish Oil 3,000mg 180-Softgel Bottle</a> for $19.99. Coupon code ""FISH40OF"" cuts it to <b>$11.99</b>. Plus, Prime members qualify for <b>free shipping</b>. That's tied with our mention from two weeks ago and $8 under the lowest price we could find for a similar supplement anywhere. Each serving provides 3,000mg of fish oil with 2,000 mg of omega-3s. It's USA-made, non-GMO, and procured from deep ocean wild fish, not farm-raised fish. Deal ends January 10.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ore2hffvlj5x3vrlivuy",free shipping w/ Prime
from $9,Fitness Gear Kettlebells at Dick's,,,https://www.dealnews.com/Fitness-Gear-Kettlebells-at-Dicks-from-9-free-shipping/2171480.html,2018-01-04T20:44:28-05:00,3,EXERCISE EQUIPMENT,2171480,"Dick's Sporting Goods discounts a selection of Fitness Gear kettlebells, as listed below. Plus, each item bags <strong>free shipping</strong>. The deals:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171480"">Fitness Gear Pro 10-lb. Kettlebell</a> for <strong>$8.99</strong> ($3 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095535,2171480"">Fitness Gear Pro 15-lb. Kettlebell</a> for <strong>$13.49</strong> ($5 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095538,2171480"">Fitness Gear Pro 20-lb. Kettlebell</a> for <strong>$17.99</strong> ($6 off)
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/l7h49yz4o9uel8etk2jo",free shipping
$20,Small Target Wireless Bluetooth Headphones,,2018-01-04T05:20:27-05:00,https://www.dealnews.com/Small-Target-Wireless-Bluetooth-Headphones-for-20-free-shipping/2171462.html,,2,HEADPHONES,2171462,"Small Target US via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171462"">Small Target Wireless Bluetooth Headphones</a> in Black for $39.99. Coupon code ""4Z3RJED7"" cuts the price to <strong>$19.99</strong>. With <strong>free shipping</strong>, that's $5 less than last month's mention, $20 off list, and the lowest price we could find. They feature Bluetooth 4.1 and EDR APT-X audio decode technology and are water-resistant. Deal ends January 15.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/a8albvlza5reljk6wiji",free shipping
$112,Loctek LCD Arm Monitor Stand,,2018-01-04T05:13:10-05:00,https://www.dealnews.com/Loctek-LCD-Arm-Monitor-Stand-for-112-free-shipping/2171453.html,,2,MONITORS,2171453,"Loctek Inc via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171453"">Loctek LCD Arm Monitor Stand</a> for $139.99. Coupon code ""YXJPNVEA"" cuts the price to <strong>$111.99</strong>. With <strong>free shipping</strong>, that's $28 off list and the lowest price we could find. It features an aircraft-grade aluminum arm, supports 8.8 to 22-lb monitors that are between 17"" to 34"", and front-loading ports for audio, mic, and USB 3.0. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dzlqjazl1zaz02lnohh1",free shipping
30% off,Garden of Life Supplements at Amazon,,,https://www.dealnews.com/Garden-of-Life-Supplements-at-Amazon-30-off-free-shipping-w-Prime/2171465.html,2018-01-04T20:41:25-05:00,3,SUPPLEMENTS,2171465,"As one of it daily deals, Amazon takes <strong>30% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095523,2171465"">Garden of Life supplements</a>. Even better, take a further <strong>5% off</strong> select orders via Subscribe & Save. Plus, Prime members bag <strong>free shipping</strong> on all orders. (Subscribe & Save also bags free shipping.) Deal ends today. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095526,2171465"">Garden of Life Memory &amp; Focus for Teens and Young Adults 60-Tablet Pack</a> for <strong>$17.14</strong> ($7 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171465"">Garden of Life Probiotic and Mood Supplement 60-Tablet Pack</a> for <strong>$21.87</strong> (pictured, low by $9)
 </li>
</ul>
Be sure to cancel any subscriptions once your order ships to avoid being billed for further shipments.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xztc1uc8lee6d0kyvjix",free shipping w/ Prime
from $149,Power Tool Kits w/ free items at Home Depot,,,https://www.dealnews.com/Power-Tool-Kits-w-free-items-at-Home-Depot-from-149-free-shipping/2171342.html,2018-01-04T17:20:55-05:00,4,POWER TOOLS,2171342,"Home Depot offers up to two tools or batteries for <strong>free</strong> with the purchase of a select power tool kit, as listed below. (The free items will be from the same tool brand.) Plus, these bundles all receive <b>free shipping</b>. That's a savings of up to $298 depending on the tools you get. The deals:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095445,2171342"">Ryobi 18V One+ Hammer Drill Kit</a> w/ <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095409,2171342"">1 free tool/battery</a> for <strong>$149</strong>
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095412,2171342"">Ridgid 18V Gen5X Drill/Driver Combo Kit</a> w/ <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095415,2171342"">1 free tool/battery</a> for <strong>$279</strong>
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095418,2171342"">DeWalt 20V Max Drill/Driver Combo Kit</a> w/ <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095421,2171342"">1 free tool/battery</a> for <strong>$299</strong>
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095424,2171342"">Makita 18V LXT Drill/Driver Combo Kit</a> w/ <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095427,2171342"">1 free tool/battery</a> for <strong>$299</strong>
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095430,2171342"">Milwaukee M18 18V Drill/Driver Combo Kit</a> w/ <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095433,2171342"">1 free tool/battery</a> for <strong>$299</strong>
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095436,2171342"">Milwaukee M18 18V 4-Tool Combo Kit</a> w/ <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095439,2171342"">2 free tools/batteries</a> for <strong>$399</strong>
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171342"">Ridgid 18V Gen5X 6-Tool Combo Kit</a> w/ <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095442,2171342"">2 free tools/batteries</a> for <strong>$499</strong> (pictured)
 </li>
</ul>
Note: Some brands already have the free items bundled with the tool kit, and their prices are as marked. Other brands require you to add each item separately, and you'll get the discount in cart.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rnrfp1woktbwkosuuqwq",free shipping
$15,Jos. A. Bank Men's Traveler Long-Sleeve Polo,,,https://www.dealnews.com/Jos.-A.-Bank-Mens-Traveler-Long-Sleeve-Polo-for-15-free-shipping/2171450.html,2018-01-04T21:33:03-05:00,3,SHIRTS,2171450,"Jos. A. Bank offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171450"">Jos. A. Bank Men's Traveler Collection Traditional Fit Long-Sleeve Interlock Polo Shirt</a> in several colors for <strong>$15</strong>. Plus, Bank Account Rewards members get <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095520,2171450"">join</a>.) That's $75 off and the lowest price we could find. It's available in sizes from S to XL.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wvnoabboh1rvtud0lb7y",free shipping
from $14,H&R 2017 Tax Software for PC and Mac,,,https://www.dealnews.com/H-R-2017-Tax-Software-for-PC-and-Mac-from-14-free-shipping-w-Prime/2171447.html,2018-01-04T16:15:59-05:00,4,SOFTWARE,2171447,"As one of its daily deals, Amazon discounts a selection of H&R Block tax software, as listed below. Plus, Prime members bag <strong>free shipping</strong> on all orders. The deals, ending today:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095721,2171447"">H&amp;R Block Deluxe 2017 for PC / Mac</a> for <strong>$13.99</strong> (low by $11)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171447"">H&amp;R Block Deluxe + State 2017 for PC / Mac</a> for <strong>$19.99</strong> (pictured, low by $15)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095514,2171447"">H&amp;R Block Premium + State 2017 for PC / Mac</a> for <strong>$29.99</strong> (low by $25)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095517,2171447"">H&amp;R Block Premium &amp; Business 2017 for PC</a> for <strong>$36.99</strong> (low by $12)
 </li>
</ul>
Note that each of the options above includes a 5% refund bonus in the form of an Amazon gift card. Terms and conditions for this offer are outlined on the individual product pages.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/o5yc1y1ysknyrxffx2e2",free shipping w/ Prime
$14,Jack's Links 2-lb. Sugar Turkey Snack Sticks,,,https://www.dealnews.com/Jacks-Links-2-lb.-Sugar-Turkey-Snack-Sticks-for-14-free-shipping/2171444.html,2018-01-04T20:40:20-05:00,3,GROCERIES,2171444,"As one of its daily deals, That Daily Deal offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171444"">Jack's Links 2-lb. Sugar River Original Turkey Snack Sticks</a> for <strong>$14.49</strong> with <strong>free shipping</strong>. That's tied with our mention from two weeks ago and the lowest price we could find by $3. The best-by date is estimated to be February 28. Deal ends today.<br>
<br>
Want more? Buy <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095505,2171444"">two bags</a> for <strong>$24</strong> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095508,2171444"">three bags or more</a> for <strong>$9.99 each</strong> with <strong>free shipping</strong>.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/k5togegjkltawjqms3r7",free shipping
$300,Bowflex 552 Adjustable Dumbbells w/ Stand,,,https://www.dealnews.com/Bowflex-552-Adjustable-Dumbbells-w-Stand-for-300-free-shipping/2171432.html,2018-01-04T20:31:45-05:00,3,EXERCISE EQUIPMENT,2171432,"As one of its daily deals, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171432"">Bowflex SelectTech 552 Adjustable Dumbbells</a> bundled with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095493,2171432"">Bowflex SelectTech Dumbbell Stand</a> for <strong>$299.99</strong> with <strong>free shipping</strong>. That's $119 less than the best we could find for these items sold separately elsewhere. The dumbbells feature 15 settings on each dumbbell with an adjustable dial system for weights of 5 to 52.5 lbs and the stand features a large media rack with Teflon grip. Deal ends today.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/guskwlste8yf5i8tjhce",free shipping
