shipping,url,category,time_published,uuid,time_modified,title,picture_url,price,description,hotness,editors_choice
free shipping w/ Prime,https://www.dealnews.com/Weme-Aluminum-USB-C-M.2-Hard-Drive-Enclosure-for-13-free-shipping-w-Prime/2167427.html,DRIVE ENCLOSURES,2017-12-28T09:55:43-05:00,2167427,,Weme Aluminum USB-C M.2 Hard Drive Enclosure,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iwzxrffimklugdmvkviq",$13,"Weme via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167427"">Weme Aluminum USB 3.0 Type-C M.2 SSD Hard Drive Adapter External Enclosure Case</a> for $22.99. Coupon code ""R7WJPYJR"" drops it to <b>$12.99</b>. Plus, Prime members bag <b>free shipping</b>. That's $10 off and tied with our mention from three weeks ago as the lowest price we could find. It supports multi-size B-keyed M.2 SSDs and data transmission speeds up to 5Gb/s. Deal ends January 15.",2,
free shipping,https://www.dealnews.com/Jos.-A.-Bank-Mens-1905-Plaid-Sport-Coat-for-55-free-shipping/2167439.html,SUITS,,2167439,2017-12-28T16:46:02-05:00,Jos. A. Bank Men's 1905 Plaid Sport Coat,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/n2vejkh0thyxtxjb9jd2",$55,"Jos. A. Bank offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167439"">Jos. A. Bank Men's 1905 Collection Tailored Fit Plaid Sport Coat</a> in Olive for <b>$55.20</b> with <b>free shipping</b>. That's $14 under our September mention, $343 off list, and the lowest price we could find. It's available in select short, regular, and long sizes from 40 to 46.",3,
free shipping w/ Prime,https://www.dealnews.com/F-color-Magnetic-Air-Vent-Car-Phone-Holder-for-7-free-shipping-w-Prime/2167421.html,CELL PHONE ACCESSORIES,,2167421,2017-12-28T16:39:18-05:00,F-color Magnetic Air Vent Car Phone Holder,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wtesbrmikfujukxdhkbl",$7,"F-color via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167421"">F-color Universal Magnetic Air Vent Car Phone Holder</a> for $10.99. Coupon code ""4BRZMNXI"" cuts that to <strong>$6.99</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's tied with our Black Friday week mention, $4 off, and the lowest price we could find. It features 360° rotation and two supporting feet for stability. Deal ends December 31.",3,
free shipping,https://www.dealnews.com/Philips-Norelco-Multigroom-Trimmer-for-46-free-shipping/2167304.html,SHAVING & GROOMING,,2167304,2017-12-28T16:38:15-05:00,Philips Norelco Multigroom Trimmer,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kjjq34rb0xs3jruuohv3",$46,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167304"">Philips Norelco Multigroom Beard, Stubble and Body Trimmer</a> for <del>$66.89</del>. Clip the on-page $20 off coupon to cut that to <s>$46.89</s>. With <strong>free shipping</strong>, that's $3 under our June mention and the lowest price we could find by $13. It features a body trimming comb with five lengths and water-resistant casing.<br>
<br>
<i>Update</i>: The price has dropped to $65.98 before coupon, <strong>$45.98</strong> after.",3,
free shipping w/ Prime,https://www.dealnews.com/Fisher-Price-Grow-with-Me-1-2-3-Roller-Skates-for-13-free-shipping-w-Prime/2167286.html,TOYS & HOBBIES,,2167286,2017-12-28T16:31:14-05:00,"Fisher-Price Grow with Me 1,2,3 Roller Skates","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/slfhnsvlpiifgg9s9kai",$13,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167286"">Fisher-Price Grow with Me 1,2,3 Roller Skates</a> in Green for <strong>$13.49</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $6. They're adjustable to three modes to aid in learning how to skate.",3,
free shipping,https://www.dealnews.com/Sea-Sonic-Focus-Series-650-W-80-Plus-Gold-PSU-for-55-after-rebate-free-shipping/2167391.html,CASE POWER SUPPLIES,2017-12-28T09:30:56-05:00,2167391,,SeaSonic Focus+ Series 650W 80 Plus Gold PSU,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/o0r2avnr8cl1fsz0uxpy",$55 after rebate,"Newegg offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167391"">SeaSonic Focus Plus Series 650-watt 80 Plus Gold Full Modular ATX Power Supply</a> for $74.99. This <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086289,2167391"">$20 mail-in rebate</a> cuts it to <strong>$54.99</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $20. It features eight SATA connectors, four PCI-Express connectors, and a 120mm fan. Deal ends January 1.",1,
free shipping w/ $100,https://www.dealnews.com/Levis-End-of-Season-Sale-Extra-30-off-free-shipping-w-100/2167418.html,CLOTHING & ACCESSORIES,,2167418,2017-12-28T16:29:43-05:00,Levi's End of Season Sale,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/si4164jegqkqff3kowsw",Extra 30% off,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167418"">Levi's</a> takes an <strong>extra 30% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086337,2167418"">sale items</a> via coupon code ""SALE30"" during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086340,2167418"">End of Season Sale</a>. Shipping adds <strong>$7.50</strong>, but orders of $100 or more get free shipping. Some coupon exclusions apply. Deal ends January 4.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s1491/Levis/"">Levi's Coupons</a>.</p>",3,
free shipping w/ Prime,https://www.dealnews.com/Onga-Soft-Womens-Mesh-Yoga-Pants-from-16-free-shipping-w-Prime/2167409.html,ACTIVEWEAR,,2167409,2017-12-29T03:52:09-05:00,OngaSoft Women's Mesh Yoga Pants,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/h9krsursg3usee9dlijb",from $16,"Ongasoft via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167409"">Ongasoft Women's Mesh Yoga Pants</a> in several colors (White pictured) from $24.99. Coupon code ""KFY4HPXG"" drops it to <b>$15.99</b>. With <b>free shipping</b> for Prime members, that's $9 off list and the lowest price we could find (although we saw these for a buck less three weeks ago.) They're available in sizes from S to XL. Deal ends January 31.",4,
free shipping,https://www.dealnews.com/Nike-Mens-SB-Blazer-Low-GT-Skate-Shoes-for-34-free-shipping/2167388.html,SHOES,,2167388,2017-12-28T16:24:02-05:00,Nike Men's SB Blazer Low GT Skate Shoes,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ohmrvz33a2dqlpmwnwtl",$34,"Nike offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167388"">Nike Men's SB Blazer Low GT Skateboarding Shoes</a> in Summit White/Gum Light Brown/Dark Team Red or Golden Beige/Sail/Gum Light Brown/Black for $44.97. Add to cart to cut the price to <strong>$33.73</strong>. Plus, Nike+ members receive <b>free shipping</b>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086286,2167388"">join</a>.) That's $3 under our March mention and the lowest price we could find by $26. They're available in select sizes from <del>5.5</del> 6 to 14. Deal ends January 4.",3,
free shipping,https://www.dealnews.com/Nike-Mens-Special-Field-Air-Force-1-QS-Boots-for-109-free-shipping/2167370.html,SHOES,,2167370,2017-12-28T16:21:01-05:00,Nike Men's Special Field Air Force 1 QS Boots,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wowkhgs7iivutyxwuyuu",$109,"Nike offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167370"">Nike Men's Special Field Air Force 1 QS Boots</a> in Desert Ochre/Orange for $144.97. In-cart the price falls to <strong>$108.73</strong>. Plus, Nike+ members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086250,2167370"">join</a>.) That's $71 off and the lowest price we could find. They're available in most from sizes 5 to 13. Deal ends January 4.",3,
free shipping,https://www.dealnews.com/Westend-Mens-Leather-Non-Slip-Winter-Gloves-for-7-free-shipping/2167352.html,ACCESSORIES,,2167352,2017-12-28T16:20:05-05:00,Westend Men's Leather Non-Slip Winter Gloves,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/axkuoxgnf7yvtgq5spfi",$7,"Daily Steals via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167352"">Westend Men's Leather Non-Slip Grip Winter Gloves</a> in Black or Grey for <strong>$6.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $2. One size fits most.",3,
pickup at Walmart,https://www.dealnews.com/Brachs-Sea-Salt-Chocolate-Candy-Corn-2-pk-for-2-pickup-at-Walmart/2167376.html,GROCERIES,,2167376,2017-12-29T04:18:29-05:00,Brach's Sea Salt Chocolate Candy Corn 2pk,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gi8oadozlhbnkrprnzlf",$2,"Walmart offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167376"">two Brach's Sea Salt Chocolate Candy Corn 15-oz. Bags</a> for <strong>$2.48</strong>. (They are priced at $1.24 each, but a minimum quantity of two is required to order.) Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping charge. That's the lowest price we could find by $6.",3,True
free shipping w/ Prime,https://www.dealnews.com/Rock-Birds-Angle-Template-Ruler-for-7-free-shipping-w-Prime/2167364.html,HAND TOOLS,,2167364,2017-12-28T16:19:44-05:00,RockBirds Angle Template Ruler,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/b3dhgbzp3b5zxrveamox",$7,"RockBirds via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167364"">RockBirds Angle Template Ruler</a> for $9.99. Coupon code ""32U4LNS8"" cuts the price to <strong>$6.99</strong>. With <strong>free shipping</strong> for Prime members, that's $5 off list and the lowest price we could find. It is portable, made from fiberglass filled nylon, and measures in both centimeters and inches. Deal ends January 8.",3,
free shipping,https://www.dealnews.com/Martha-Stewart-Living-Laundry-Cart-for-399-free-shipping/2167289.html,LAUNDRY SUPPLIES,,2167289,2017-12-28T16:16:45-05:00,Martha Stewart Living Laundry Cart,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qukxzgrigkam8rmssbkr",$399,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167289"">Martha Stewart Living Picket Fence Laundry Storage Cart</a> in White for <strong>$399.20</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $150. It features an ironing board, hanging rod and wire baskets, two drawers, and four fixed shelves. Deal ends January 31.",3,
free shipping,https://www.dealnews.com/Nike-Mens-Air-Max-1-LHM-Los-Primeros-Shoes-for-94-free-shipping/2167373.html,SHOES,,2167373,2017-12-28T16:16:06-05:00,Nike Men's Air Max 1 LHM Los Primeros Shoes,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pif9lvafwznwfvmjqzi7",$94,"Nike offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167373"">Nike Men's Air Max 1 LHM Los Primeros Shoes</a> for $124.97. Add them to your cart and the price falls to <strong>$93.73</strong>. Plus, Nike+ members receive <b>free shipping</b>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086259,2167373"">join</a>.) That's the lowest price we could find by $66. These shoes were <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086262,2167373"">designed by Latin American street artist Wasafu</a>. They come in sizes 4 to 10. Deal ends January 4.",3,
free shipping,https://www.dealnews.com/Proker-3-200-m-Ah-Battery-Case-for-iPhone-X-for-26-free-shipping/2167358.html,IPHONE CASES,,2167358,2017-12-28T16:14:18-05:00,"Proker 3,200mAh Battery Case for iPhone X","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mx9szzpajawjen7y21z3",$26,"Proker via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167358"">Proker 3,200mAh Battery Case for iPhone X</a> in Black for $34.99. Coupon code ""CNEYF8SV"" cuts the price to <strong>$26.24</strong>. With <strong>free shipping</strong>, that's about a buck under last week's mention, $9 off list, and the lowest price we could find. It features a 360° bumper design, 4-level LED power indicator, and 3,200mAh Li-polymer extended battery. Deal ends January 12.",3,
free shipping w/ $50,https://www.dealnews.com/Redken-Hair-Care-Sets-at-Beauty-Plus-Salon-Extra-25-off-free-shipping-w-50/2167361.html,HAIR CARE,2017-12-28T08:37:31-05:00,2167361,,Redken Hair Care Sets at Beauty Plus Salon,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hwqnzxewex1fq3eug8bd",Extra 25% off,"Beauty Plus Salon takes an <strong>extra 25% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167361"">Redken hair care gift sets</a>, already marked <strong>up to 50% off</strong>, via coupon code ""REDKEN25"". (Click ""Sets"" under the ""Hair"" option in the menu bar, then filter for the Redken brand to see the selection.) Shipping adds <strong>$5.95</strong>, but orders of $50 or more (after coupon) bag free shipping. Deal ends December 31.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s44077/Beauty-Plus-Salon/"">Beauty Plus Salon Coupons</a>.</p>",2,
free shipping w/ Prime,https://www.dealnews.com/Summer-Infant-Pop-N-Sit-Portable-Booster-for-23-free-shipping-w-Prime/2167268.html,BABIES & KIDS ITEMS,,2167268,2017-12-28T16:13:33-05:00,Summer Infant Pop N' Sit Portable Booster,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mypd9mj8jnxhk2khzcpx",$23,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167268"">Summer Infant Pop N' Sit Portable Booster</a> in Green for <strong>$22.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $2. It features a detachable, dishwasher-safe tray, carrying case, and a 3-point safety harness.",3,
,https://www.dealnews.com/features/How-to-Buy-Winter-Coats-Your-Guide-to-Fit-Fabric-and-Quality/2151590.html,BUYING GUIDES,2017-12-28T08:00:01-05:00,2165750,,"How to Buy Winter Coats: Your Guide to Fit, Fabric, and Quality","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rtjpmwxnnttfxuee4xm3",,"Amazing outerwear sales pop up online this time of year, but picking out proper winter coats can get tricky. How can you judge the fit, the warmth, or the quality? Here's what you need to know to <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/How-to-Buy-Winter-Coats-Your-Guide-to-Fit-Fabric-and-Quality/2151590.html"">choose the best winter coat for you</a>.",,
free shipping,https://www.dealnews.com/Home-Accents-Holiday-LED-Ferris-Wheel-for-88-free-shipping/2167250.html,SEASONAL/HOLIDAYS,,2167250,2017-12-28T16:11:56-05:00,Home Accents Holiday LED Ferris Wheel,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mx3tekqvzmr6h3gqbnwz",$88,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167250"">Home Accents Holiday LED Ferris Wheel</a> for <strong>$88.29</strong> with <strong>free shipping</strong>. That's $61 off and the lowest price we could find. It measures 72"" tall. Deal ends December 31.",3,
free shipping,https://www.dealnews.com/Wonderful-Roasted-Pistachios-32-oz.-Bag-for-10-free-shipping/2167325.html,GROCERIES,,2167325,2017-12-29T03:49:46-05:00,Wonderful Roasted Pistachios 32-oz. Bag,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/w8z0vhhm0ykdamqkdcd2",$10,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167325"">Wonderful Roasted Salted Pistachios 32-oz. Bag</a> for $10.38. Check out via Subscribe & Save to drop them to <strong>$9.86</strong>. With <strong>free shipping</strong>, that's $2 less than our May mention and the lowest price we've seen. (It's the best today by $7.)<br>
<br>
Be sure to cancel your subscription after receiving your item to avoid being billed for subsequent shipments.",4,
