title,editors_choice,url,picture_url,hotness,price,shipping,time_published,uuid,description,category,time_modified
Contact Lenses at Walgreens,,https://www.dealnews.com/Contact-Lenses-at-Walgreens-25-off-free-shipping/2171603.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ctslfgfrgeqsew1qsoiv",2,25% off,free shipping,,2171603,"Walgreens takes <strong>25% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171603"">contact lenses</a> via coupon code ""CYBER25"". Even better, all orders receive <strong>free shipping</strong>. Some exclusions may apply. Deal ends January 31.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s289/Walgreens/"">Walgreens Coupons</a>.</p>",GLASSES & CONTACT LENSES,2018-01-05T17:04:14-05:00
ProForm Premier 900 Treadmill,,https://www.dealnews.com/Pro-Form-Premier-900-Treadmill-from-800-free-shipping/2172152.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nxgjdi3rsxmqcl4fhvko",3,from $800,free shipping,,2172152,"Costco offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172152"">ProForm Premier 900 Treadmill</a> for <strong>$799.99</strong> with <strong>free shipping</strong>. (Non-members pay a $40 surcharge.) That's the lowest price we could find by $199. It tracks speed, time, distance, calories burned, heart rate, and incline stats, and features a touchscreen display, fan, QuickSpeed control, Quick Incline control, ProShox cushioning, and sound system. Deal ends January 28.",EXERCISE EQUIPMENT,2018-01-05T21:03:51-05:00
Asos Final Call Sale,,https://www.dealnews.com/Asos-Final-Call-Sale-Up-to-70-off-free-shipping-w-40/2172296.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tt9h7pjtdti31y9xnc2p",3,Up to 70% off,free shipping w/ $40,,2172296,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172296"">Asos</a> takes <strong>up to 70% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097389,2172296"">men's</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097392,2172296"">women's sale styles</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097395,2172296"">Last Call Sale</a>. Shipping is a flat <strong>$4</strong>, but orders of $40 or more bag free shipping. Deal ends January 18.",CLOTHING & ACCESSORIES,2018-01-05T21:03:03-05:00
Ironton 63pc Titanium-Coated Drill Bit Set,,https://www.dealnews.com/Ironton-63-pc-Titanium-Coated-Drill-Bit-Set-for-10-free-shipping/2172302.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mpznk1dqgyyrhine8i36",3,$10,free shipping,,2172302,"Northern Tool via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172302"">Ironton 63-Piece Titanium-Coated Drill Bit Set</a> for <strong>$9.99</strong> with <strong>free shipping</strong>. That's tied with last week's mention, $10 off list, and the lowest price we could find. It includes drill bits from 1/16"" to 3/8"" in 1/64"" increments.",POWER TOOLS,2018-01-05T21:00:07-05:00
Gillette Justice League Gift Pack,,https://www.dealnews.com/Gillette-Justice-League-Gift-Pack-for-10-pickup-at-Walmart/2172299.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sabajumg0fyvbjaselay",3,$10,pickup at Walmart,,2172299,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172299"">Gillette Justice League Gift Pack</a> for <strong>$10</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping charge. That's tied with last week's mention and the lowest price we could find by $5. It includes a Fusion5 ProShield handle, two cartridges, 16-oz. Hydrator Body Wash, 3.8-oz. Clear Gel Cool Wave Antiperspirant & Deodorant, and 6-oz. Fusion Proglide Sensitve Ocean Breeze Shave Gel.",SHAVING & GROOMING,2018-01-05T20:59:58-05:00
Hydroxycut & Purely Inspired at Amazon,,https://www.dealnews.com/Hydroxycut-Purely-Inspired-at-Amazon-30-off-from-5-free-shipping/2172284.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xb6zqetzoi2eddqkicg3",4,"30% off, from $5",free shipping,,2172284,"As one of its daily deals, Amazon takes <strong>30% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097398,2172284"">Hydroxycut and Purely Inspired products</a>, with prices starting from <strong>$4.89</strong>. Plus, these products' prices also drop via on-page clippable coupons and/or with Subscribe & Save. With the latter, they also bag <strong>free shipping</strong>. Deal ends today. A couple of best bets, with final prices after coupons and Subscribe & Save:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097386,2172284"">Hydroxycut Weight Loss Mixed Fruit Gummies 90-Count Pack</a> for <strong>$9.74</strong> (low by $14)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172284"">Purely Inspired Organic Protein Powder 1.5-lb. Tub</a> for <strong>$9.97</strong> (pictured, low by $13)
 </li>
</ul>
Note: Be sure to cancel Subscribe & Save after your item ships to avoid being billed for future shipments.",SUPPLEMENTS,2018-01-05T14:55:43-05:00
Patagonia at Backcountry,,https://www.dealnews.com/Patagonia-at-Backcountry-Up-to-55-off-free-2-day-s-h-w-50/2172293.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tavtqtwo3onqeqsozb1j",5,Up to 55% off,free 2-day s&h w/ $50,,2172293,"Backcountry takes <strong>up to 55% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172293"">Patagonia apparel and accessories</a>. (Prices are as marked.) Shipping starts at <strong>$5.95</strong>, but orders of $50 or more qualify for free 2-day shipping. Note that these discounts are on past-season styles, and that sizes are limited.",CLOTHING & ACCESSORIES,2018-01-05T14:29:40-05:00
Milano Leather Chair and Storage Ottoman,,https://www.dealnews.com/Milano-Leather-Chair-and-Storage-Ottoman-from-349-free-shipping/2172290.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nydytr6iireeli1zgzpz",4,from $349,free shipping,,2172290,"Sam's Club offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172290"">Abbyson Living Milano Leather Oversized Chair and Storage Ottoman</a> for <strong>$349</strong> with <strong>free shipping</strong>. (Non-members pay a $34.90 surcharge.) That's tied with last week's mention and the lowest price we could find by $58. It includes three toss pillows.",CHAIRS,2018-01-05T14:54:36-05:00
Only Girls Girls' Blanket Sleeper,True,https://www.dealnews.com/Only-Girls-Girls-Blanket-Sleeper-for-4-pickup-at-Walmart/2172269.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ff7xotz0rpmufinvfgco",3,$4,pickup at Walmart,,2172269,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172269"">Only Girls Girls' Blanket Sleeper</a> in several colors (Black & Pink pictured) for <strong>$4</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's tied with last week's mention, $9 off list, and the lowest price we could find. It's available in sizes XS to L.",KIDS' CLOTHES,2018-01-05T20:59:46-05:00
Amazon Warehouse Deals Closeout Sale,,https://www.dealnews.com/Amazon-Warehouse-Deals-Closeout-Sale-50-off-or-more-free-shipping-w-Prime/2172278.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kigjjwajp1xfmkldd4r7",5,50% off or more,free shipping w/ Prime,,2172278,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172278"">Amazon Warehouse Deals</a> continues to cut <strong>at least 50% off</strong> a vast selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097374,2172278"">open-box, used, and closeout items</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097377,2172278"">Bargain Bin Closeout Sale</a>. Plus, Prime members receive <strong>free shipping</strong>. It yields solid savings on a huge variety of items, like apparel, accessories, toys, electronics, and music.",AMAZON COUPONS,2018-01-05T14:29:02-05:00
Gap Men's Oxford Standard Fit Shirt,,https://www.dealnews.com/Gap-Mens-Oxford-Standard-Fit-Shirt-for-8-free-shipping/2172281.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ecm2ucv7oyyhrblzyxi5",5,$8,free shipping,,2172281,"Gap offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172281"">Gap Men's Oxford Standard Fit Shirt</a> in several colors (Imperial Blue pictured) for $12.97. Coupon code ""HAPPY"" cuts it to <strong>$7.78</strong>. Plus, coupon code ""ITSFREE"" bags <strong>free shipping</strong>. That's $42 off and the lowest price we could find. It's available in select sizes from <del>XS to</del> L and XL.",SHIRTS,2018-01-05T14:28:41-05:00
Clarks Men's Boots + 2 Champion Hoodies,,https://www.dealnews.com/Clarks-Mens-Boots-2-Champion-Hoodies-for-53-free-shipping/2172275.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/k2x0oqwcr01mksxxsuac",3,$53,free shipping,,2172275,"Bon-Ton offers a pair of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172275"">Clarks Men's Bushacre 2 Casual Boots</a> in Green bundled with <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097353,2172275"">two Champion Men's Powerblend Fleece Hoodies</a> in an array of colors for <strong>$52.79</strong> with <strong>free shipping</strong>, via the directions below. That's the lowest price we could find for these items sold separately by $42. The boots are available in sizes 8 to 13 and the hoodies, in select sizes from M to XXL.
<ol>
 <li>Add a pair of the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097356,2172275"">boots</a> to your cart (at $46.79)
 </li>
 <li>add <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097359,2172275"">two hoodies</a> to your cart (for a total of $102.79)
 </li>
 <li>apply coupon code ""FREESHIP49"" at checkout for <strong>free shipping</strong>
 </li>
 <li>apply ""ZWINTERSAVE"" for a final price of <strong>$52.79</strong>
 </li>
</ol>",SHOES,2018-01-05T20:58:51-05:00
adidas Girls' Goletto VI FG J Soccer Shoes,,https://www.dealnews.com/Adidas-Girls-Goletto-VI-FG-J-Soccer-Shoes-for-6-w-25-free-shipping/2172272.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/n6hk8va7ewppdryjvrx1",3,$6 w/ $25,free shipping,,2172272,"With orders of $25 or more, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172272"">adidas Girls' Performance Goletto VI FG J Soccer Shoes</a> in Black/White/Shock Pink from <s>$5.65</s> <strong>$5.57</strong> with <strong>free shipping</strong>. Excluding padding, that's the lowest price we could find by $19. They're available (around this price) in sizes 2,3, 11, and 13.<br>
<br>
Note: This item is offered as part of Amazon's ""add-on program"" and can only be purchased with an order of $25 or more.",KIDS' SHOES,2018-01-05T20:57:32-05:00
Plush Memory Foam & Spring Mattress,,https://www.dealnews.com/Plush-Memory-Foam-Spring-Mattress-from-100-free-shipping/2172029.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kuapomd0ikwytts9hw6k",4,from $100,free shipping,,2172029,"Antique2004 via eBay offers the Plush Organic Memory Foam & Spring Mattress in several sizes, as listed below. Plus, all orders receive <strong>free shipping</strong>. The sizes:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172029"">Twin</a> for <strong>$99.99</strong> ($300 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097365,2172029"">Full</a> for <strong>$129.99</strong> ($390 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097368,2172029"">Queen</a> for <strong>$149.95</strong> ($450 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097371,2172029"">King</a> for <strong>$179.95</strong> ($540 off)
 </li>
</ul>",MATTRESSES,2018-01-05T14:54:20-05:00
"LG 29"" 21:9 UltraWide FreeSync LED Display",,https://www.dealnews.com/LG-29-21-9-Ultra-Wide-Free-Sync-LED-Display-for-184-free-shipping/2171984.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fyhyna7hvt722334oudt",3,$184,free shipping,,2171984,"BuyDig offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171984"">LG 29"" 21:9 UltraWide IPS LED-Backlit LCD Monitor with FreeSync</a> for $399.99. Coupon code ""c1178118222"" cuts that price to <strong>$184</strong>. With <b>free shipping</b>, that's the lowest price we could find by $216, although we saw this for $5 less in November. It features a 2560x1080 native resolution, 21:9 aspect ratio, USB Type-C, one HDMI port, and tilt-adjustable stand. When using HDMI, FreeSync technology helps eliminate the tearing and stuttering in visuals often noticed when playing games. Deal ends January 14.",MONITORS,2018-01-05T20:54:54-05:00
Natural Pink Quartz Necklace,,https://www.dealnews.com/Natural-Pink-Quartz-Necklace-for-10-free-shipping/2172017.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/plwuusxscoc52i9cuuai",2,$10,free shipping,,2172017,"Win Pearl offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172017"">Natural Pink Quartz 8mm Necklace</a> for $14.99. Coupon code ""dealnews30"" cuts the price to <strong>$10.49</strong>. With <strong>free shipping</strong>, that's $26 off list and the lowest total price we could find. It features a 19"" chain and a silver tone clasp. Deal ends January 10.",JEWELRY,2018-01-05T15:57:17-05:00
Tigeo Ultra Sharp Heavy Duty Kitchen Shears,,https://www.dealnews.com/Tigeo-Ultra-Sharp-Heavy-Duty-Kitchen-Shears-for-4-free-shipping-w-Prime/2172254.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fte4om2qn35lotndxzpn",3,$4,free shipping w/ Prime,,2172254,"Tigeo via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172254"">Tigeo Ultra Sharp Premium Heavy Duty Kitchen Shears</a> for $9.99. Coupon code ""QF8MV8JD"" cuts that to <strong>$4.40</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's tied with our mention from two weeks ago and $3 under the lowest price we could find for a similar item elsewhere. It features micro-serrated edges and a bottle opener. Deal ends November 15.",KITCHEN,2018-01-05T20:52:42-05:00
Annie's Mac & Cheese 11-oz. Box 6-Pack,,https://www.dealnews.com/Annies-Mac-Cheese-11-oz.-Box-6-Pack-for-7-free-shipping/2172260.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zpe6fu72kboluki4jcii",3,$7,free shipping,,2172260,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172260"">Annie's Macaroni &amp; Cheese 10.5-oz. Box 6-Pack</a> in Classic Mild Cheddar for <b>$6.88</b> with <b>free shipping</b> via the directions below. That's $1 under our April mention and $4 below the lowest price we could find for a similar quantity in-store locally. It's made with organic pasta and contains no artificial flavors, synthetic colors, or preservatives. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097350,2172260"">Annie's Macaroni &amp; Cheese 6-Pack</a> for $10.40
 </li>
 <li>clip the $3 off coupon on the product page
 </li>
 <li>check out via Subscribe &amp; Save for a final price of <strong>$6.88</strong>
 </li>
</ol>
Be sure to cancel Subscribe & Save after your order arrives to avoid being billed for subsequent shipments.",GROCERIES,2018-01-05T20:52:28-05:00
