shipping,editors_choice,category,hotness,uuid,time_published,title,picture_url,description,time_modified,url,price
free shipping w/ Prime,,SMALL APPLIANCES,3,2169983,,Hamilton Beach Belgian Waffle Maker,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rju1frzpzpu73fuzjqfj","Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169983"">Hamilton Beach Belgian Waffle Maker</a> for <strong>$18.99</strong> with <strong>free shipping</strong>. That's $9 off and the lowest price we could find. It features non-stick grids, light indicators, and browning controls.",2018-01-02T21:44:26-05:00,https://www.dealnews.com/Hamilton-Beach-Belgian-Waffle-Maker-for-18-free-shipping-w-Prime/2169983.html,$18
free shipping w/ Prime,,KITCHEN,4,2169980,,Prepworks by Progressive Onion Chopper,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zv0rzcsvjxwygvnaus88","Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169980"">Prepworks by Progressive Onion Chopper</a> for <strong>$11.63</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $2.",2018-01-03T03:40:05-05:00,https://www.dealnews.com/Prepworks-by-Progressive-Onion-Chopper-for-12-free-shipping-w-Prime/2169980.html,$12
free shipping,,MONITORS,2,2169974,2018-01-02T06:01:03-05:00,"Refurb LG 34"" 1080p IPS LED LCD Display","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qlreevnkbkyohhlyntas","Newegg offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169974"">LG 34"" 1080p IPS LED-Backlit LCD Monitor</a> for $257.99. Coupon code ""RTHRSBLS5"" cuts it to <strong>$252.99</strong>. With <strong>free shipping</strong>, that's $27 under the lowest price we could find for a new one. It features a 2560x1080 native resolution, 5ms response time, and two HDMI inputs. Deal ends January 3.<br>
<br>
Note: A 90-day warranty applies, although it is unclear who backs it.",,https://www.dealnews.com/Refurb-LG-34-1080-p-IPS-LED-LCD-Display-for-253-free-shipping/2169974.html,$253
free shipping w/ $50,,SHOES,3,2169971,,Aldo Sale,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tdq5ymizxzg3pr7iwaeo","<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169971"">Aldo</a> takes <b>50% off</b> the original price of a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091863,2169971"">men's</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091896,2169971"">women's shoes and accessories</a>. Shipping adds <strong>$5</strong>, but orders of $50 or more receive free shipping. That's the best discount we've seen from Aldo this year.",2018-01-02T21:37:12-05:00,https://www.dealnews.com/Aldo-Sale-50-off-free-shipping-w-50/2169971.html,50% off
free shipping,,TV STANDS,3,2169959,,"Mainstays 3-in-1 70"" TV Stand","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wcrp1p8yozcxgsgtedcp","Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169959"">Mainstays 3-in-1 TV Stand for TVs up to 70""</a> for <strong>$64.99</strong> with <strong>free shipping</strong>. That's the best price we could find by $14. It features swivel, wall, or tabletop mounting options, and features two shelves.",2018-01-02T21:36:55-05:00,https://www.dealnews.com/Mainstays-3-in-1-70-TV-Stand-for-65-free-shipping/2169959.html,$65
free shipping,,APPLE IPHONES,2,2169947,,Refurb Unlocked iPhone 7 32GB Smartphone,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gfdwnoqadsrremt0ptpz","MyWit via eBay offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169947"">Unlocked Apple iPhone 7 32GB Smartphone</a> in several colors (Black pictured) for <strong>$459.99</strong> with <strong>free shipping</strong>. That's tied with our November mention and $89 under the lowest price we could find for it new.<br>
<br>
Note: This phone doesn't include a SIM card, headphones, original box, or warranty.",2018-01-02T08:28:34-05:00,https://www.dealnews.com/Refurb-Unlocked-iPhone-7-32-GB-Smartphone-for-460-free-shipping/2169947.html,$460
free shipping,,SUPPLEMENTS,3,2169962,,Scivation Xtend BCAA Powder 30-Serving Tub,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zf0nbmdbj9sdztwsbgsj","Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169962"">Scivation Xtend BCAA Powder 30-Serving Tub</a> in Blue Raspberry for <strong>$14.69</strong> with <strong>free shipping</strong> via the steps below. That's the lowest price we could find by $14. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169962"">Scivation Xtend BCAA Powder 30-Serving Tub</a> for $20.99
 </li>
 <li>clip the 15% off coupon on the product page
 </li>
 <li>check out via Subscribe &amp; Save for a final price of <strong>$14.69</strong> with <strong>free shipping</strong>
 </li>
</ol>
Be sure to cancel your subscription once your order ships to avoid being billed for further shipments.",2018-01-02T21:35:55-05:00,https://www.dealnews.com/Scivation-Xtend-BCAA-Powder-30-Serving-Tub-for-15-free-shipping/2169962.html,$15
free shipping,,COFFEE,3,2169953,,McCafe Premium Roast Coffee K-Cup 100-Pack,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wbriemlqlc61thfnsyph","Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169953"">McCafe Coffee K-Cup 100-Pack</a> in Premium Roast for <strong>$31.98</strong> with <strong>free shipping</strong> via the steps the below. That's around $8 less than you'd pay in local warehouse clubs. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169953"">McCafe Coffee K-Cup 100-Pack</a> for $39.98
 </li>
 <li>clip the 15% off coupon on the product page
 </li>
 <li>order via Subscribe &amp; Save for a final price of <strong>$31.98</strong>
 </li>
</ol>
Note: Be sure to cancel Subscribe & Save once your order ships or you'll be billed for subsequent shipments.",2018-01-02T21:34:33-05:00,https://www.dealnews.com/Mc-Cafe-Premium-Roast-Coffee-K-Cup-100-Pack-for-32-free-shipping/2169953.html,$32
free shipping,,PORTABLE POWER BANKS,3,2169935,,"Pisen Hand Warmer & 7,500mAh Power Bank","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vp4wlfpriwdtuttyuvh0","Pisen Electronics via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169935"">Pisen Hand Warmer and 7,500mAh Power Bank</a> in <del>Blue</del> Pink (pictured) or Silver for $25.99. Coupon code ""AFOK6CF5"" cuts that price to <s>$21.59</s>. With <strong>free shipping</strong>, that's $5 off and the lowest price we could find, although we saw it for $2 less a month ago. It features constant temperature on both sides. Deal ends January 5.<br>
<br>
<i>Update</i>: The price now drops to <strong>$20.79</strong> after coupon.",2018-01-02T21:33:21-05:00,https://www.dealnews.com/Pisen-Hand-Warmer-7-500-m-Ah-Power-Bank-for-22-free-shipping/2169935.html,$22
free shipping,,SMALL APPLIANCES,2,2169923,2018-01-02T05:18:48-05:00,Homgeek 6-Quart Programmable Pressure Cooker,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ddwyay0esgbanjjuroc5","TomTop offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169923"">Homgeek 6-Quart 1000-watt Programmable Pressure Cooker</a> for <strong>$55.99</strong> with <strong>free shipping</strong>. That's $24 off and the best price we could find. (It's also $3 less than what you'd pay for a similar cooker elsewhere.) It features a removable lid, security protection, LED screen, and 24-hours delayed cooking timer.<br>
<br>
The countdown timer on the product page does not reflect an actual expiration time and resets daily.",,https://www.dealnews.com/Homgeek-6-Quart-Programmable-Pressure-Cooker-for-56-free-shipping/2169923.html,$56
free shipping w/ $49,,SUPPLEMENTS,1,2169917,2018-01-02T05:03:07-05:00,Bodybuilding.com Signature Products,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ttsoctglzrgtbcucvntb","Bodybuilding.com offers takes <strong>25% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091848,2169917"">signature products</a>. (Price drops in cart.) Shipping adds around <strong>$4</strong>, although orders of $49 and over bag free shipping. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091842,2169917"">Bodybuilding Signature Fish Oil 100-Softgel Tub</a> for <strong>$10.49</strong> ($4 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169917"">Bodybuilding Signature Micronized Glutamine 100-Serving Tub</a> for <strong>$14.99</strong> (pictured, $5 off)
 </li>
</ul>",,https://www.dealnews.com/Bodybuilding.com-Signature-Products-25-off-free-shipping-w-49/2169917.html,25% off
free shipping,,HOME & GARDEN,3,2169929,,Vensmile Ultrasonic Pest Repeller,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d9we5mogsynytw04qx2r","Linger via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169929"">Vensmile Ultrasonic Pest Repeller</a> for $32.90. Coupon code ""UQOE9WV2"" cuts it <strong>$21.38</strong>. With <strong>free shipping</strong>, that's a buck under our mention from six days ago, $39 off, and the lowest price we could find. This device claims to repel mice, roaches, and other pests via a high impact pressure wave and 25KHz to 60KHz changing ultrasonic sounds. It features a 4-function switch and coverage measuring 5,000 to 6,000 feet. Deal ends January 8.",2018-01-02T21:33:04-05:00,https://www.dealnews.com/Vensmile-Ultrasonic-Pest-Repeller-for-21-free-shipping/2169929.html,$21
free shipping w/ $25,,AFTER CHRISTMAS SALES,5,2169896,,Dick's Sporting Goods End of Season Sale,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/spwy1ltmylu9bmbiucj6","<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091818,2169896"">Dick's Sporting Goods</a> takes <strong>up to 50% off</strong> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091821,2169896"">End of Season Sale</a>. Shipping adds <strong>$5.99</strong>, although orders of $25 or more receive free shipping. (Large items may incur additional fees, as free shipping only covers up to $15 off the shipping cost. In-store pickup is also available for select items.) Deal ends January 7. A couple of best bets, each with <strong>pickup</strong>:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091824,2169896"">Nike Women's Dry DFC Capris</a> for <strong>$33.75</strong> (low by $4)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169896"">Columbia Men's Glennaker Lakes Rain Jacket</a> for <strong>$39.99</strong> (pictured, low by $10)
 </li>
</ul>
Note: You may receive an <strong>extra $10 off</strong> select orders of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091827,2169896"">$50 or more</a> when you choose in-store <strong>pickup</strong>. (Discount applies automatically in cart; many exclusions apply.)",2018-01-03T03:31:21-05:00,https://www.dealnews.com/Dicks-Sporting-Goods-End-of-Season-Sale-Up-to-50-off-free-shipping-w-25/2169896.html,Up to 50% off
free shipping,,HEATERS,3,2169908,,"Decor Flame Infrared Stove 1,500W Heater","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tgoamequ9qo0wnk05vzb","Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169908"">Decor Flame Infrared Stove 1,500-watt Heater</a> for <strong>$49.88</strong> with <strong>free shipping</strong>. That's tied with our mention from three weeks ago, $18 off, and the lowest price we could find.",2018-01-02T21:26:37-05:00,https://www.dealnews.com/Decor-Flame-Infrared-Stove-1-500-W-Heater-for-50-free-shipping/2169908.html,$50
free shipping w/ Prime,,HEADPHONES,3,2169899,,Apekx Noise-Cancelling Bluetooth Earbuds,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/juwuaklm5hjfxyt2uklv","Apekx via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169899"">Apekx Noise-Cancelling Bluetooth Earbuds</a> in Black/Red for $18.59. Coupon code ""2AIUERB9"" cuts them to <strong>$11.15</strong>. With <strong>free shipping</strong>, that's $3 under our October mention, $16 off, and the lowest price we could find. It features Bluetooth 4.1 CSR, sweatproof design, an 8 to 9 hour play time, built-in microphone, and wireless range of 33 feet. Deal ends January 15.",2018-01-02T21:22:39-05:00,https://www.dealnews.com/Apekx-Noise-Cancelling-Bluetooth-Earbuds-for-11-free-shipping-w-Prime/2169899.html,$11
free shipping,,SHOES,5,2169764,,Nike Men's Air Max Zero SE Shoes,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/n4ys9k0uerm8kmxeblzh","Nike offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169764"">Nike Men's Air Max Zero SE Shoes</a> in Velvet Brown or Bordeaux for $84.97. That drops to <strong>$63.73</strong> in-cart. Plus, Nike+ members receive <b>free shipping</b>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091698,2169764"">join</a>.) That's the lowest price we could find by $44, outside of the mention below. They're available in sizes 7 to 15.<br>
<br>
A close price: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091701,2169764"">Sneakermdinc via eBay</a> has them for $64.60 with free shipping.",2018-01-03T03:31:07-05:00,https://www.dealnews.com/Nike-Mens-Air-Max-Zero-SE-Shoes-for-64-free-shipping/2169764.html,$64
free shipping,,COATS,5,2169710,,Reebok Men's Athletic Performance Jacket,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bsemhx1lbveapix1fwhy","Proozy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169710"">Reebok Men's Athletic Performance Jacket</a> in several colors (Red pictured) for <strong>$14.99</strong> with <strong>free shipping</strong>. That's tied with our Cyber Monday mention, $45 off, and the lowest price we've seen. It comes in select sizes from S to <del>5XL</del> 3XL.",2018-01-03T03:27:15-05:00,https://www.dealnews.com/Reebok-Mens-Athletic-Performance-Jacket-for-15-free-shipping/2169710.html,$15
,,WHAT TO BUY IN JANUARY,,2165831,2018-01-01T08:00:01-05:00,8 Things to Buy in January (and 3 Things to Wait On),"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t2k4tzslohptmwxtpidu","Ready or not, 2018 is here! That means we're done with the holiday sales and on to the post-holiday sales. While you won't find everything on sale in January, some items are real bargains this time of year — like <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/what-to-buy-in-january/"">gym memberships, bedding, and hotel stays</a>.",,https://www.dealnews.com/features/what-to-buy-in-january/,
free shipping,,HEADPHONES,3,2165075,,Massdrop Sennheiser HD 58X Jubilee Headphones,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bztzqq9quy6d0fiqdlqe","Massdrop offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2165075"">Massdrop x Sennheiser HD 58X Jubilee Headphones</a> in Black for <b>$149.99</b> with <b>free shipping</b>. That's $136 less than the best price we could find for the Sennheiser HD 600, a similar build. These special edition headphones feature a design <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17082065,2165075"">inspired by the Sennheiser HD 580 Precision headphones</a>, but with 150-ohm drivers. Deal ends January 27.<br>
<br>
Note: They're not expected to ship until June 29.",2018-01-02T11:00:58-05:00,https://www.dealnews.com/Massdrop-Sennheiser-HD-58-X-Jubilee-Headphones-for-150-free-shipping/2165075.html,$150
