editors_choice,shipping,picture_url,hotness,price,time_published,category,uuid,time_modified,description,url,title
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hpnwulxmllh0xi7now5d",2,$30,2018-01-03T05:41:59-05:00,VACUUM CLEANERS,2170718,,"Dirt Devil via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170718"">Dirt Devil Gator Handheld Vacuum</a> for <strong>$29.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $10. It features a crevice tool.",https://www.dealnews.com/Dirt-Devil-Gator-Handheld-Vacuum-for-30-free-shipping/2170718.html,Dirt Devil Gator Handheld Vacuum
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/seckcai0fyqayhyvtkrz",4,Up to 40% off,,HOME IMPROVEMENT,2170715,2018-01-03T15:26:27-05:00,"As one of its daily deals, Home Depot takes <strong>up to 40% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093690,2170715"">Aquasana water filtration systems</a>. Plus, all orders receive <strong>free shipping</strong>. Deal ends today. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170715"">Aquasana Reverse Osmosis Water Filtration System w/ Faucet</a> for <strong>$149</strong> (pictured, low by $66)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093693,2170715"">Aquasana Rhino 6-Stage 400,000 Gal. Whole House Water Filtration System</a> for <strong>$1,149</strong> ($650 off)
 </li>
</ul>",https://www.dealnews.com/Aquasana-Water-Filtration-at-Home-Depot-Up-to-40-off-free-shipping/2170715.html,Aquasana Water Filtration at Home Depot
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vzjfjxpcaskfeuryqtba",3,$19,,SWEATERS,2170634,2018-01-03T16:04:51-05:00,"Jos. A. Bank offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170634"">Jos. A. Bank Men's Executive Collection Cotton Shawl Collar Sweater</a> in several colors for <strong>$19</strong>. Plus, Bank Account Rewards members get <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093621,2170634"">join</a>.) That's $6 under our November mention, $91 off, and the lowest price we could find. They're available in sizes from S to XXL.",https://www.dealnews.com/Jos.-A.-Bank-Mens-Shawl-Collar-Sweater-for-19-free-shipping/2170634.html,Jos. A. Bank Men's Shawl Collar Sweater
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wi4or2ychrlx2dnjzmcp",4,$19,,SWEATERS,2170649,2018-01-03T15:25:26-05:00,"Jos. A. Bank offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170649"">Jos. A. Bank Men's 1905 Collection Lambswool Stripe Quarter-Zip Sweater</a> in several colors (Oatmeal pictured) for <strong>$19</strong>. Plus, Bank Account Rewards members get <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093633,2170649"">join</a>.) That's $81 off and the lowest price we could find. It's available in sizes from M to XL.",https://www.dealnews.com/Jos.-A.-Bank-Mens-1905-Lambswool-Sweater-for-19-free-shipping/2170649.html,Jos. A. Bank Men's 1905 Lambswool Sweater
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vcwkqagsxdjk7lgk1dqq",3,$20,,SHOES,2170706,2018-01-03T16:04:19-05:00,"BHDealsandCloseouts via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170706"">Wanted Women's Bumble Winter Boots</a> in several colors for <strong>$19.99</strong> with <strong>free shipping</strong>. That's $30 off list and the lowest price we could find. They're available in select sizes from 5.5 to 10.",https://www.dealnews.com/Wanted-Womens-Bumble-Winter-Boots-for-20-free-shipping/2170706.html,Wanted Women's Bumble Winter Boots
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zkjdfodwejcjaeujf6kv",2,$15,,BED & BATH,2170703,2018-01-03T10:45:51-05:00,"Showers Depot via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170703"">AquaDance 6"" 6-Setting Rain Shower Head</a> for <strong>$14.99</strong> with <strong>free shipping</strong>. That's $25 off and the lowest price we could find.",https://www.dealnews.com/Aqua-Dance-6-6-Setting-Rain-Shower-Head-for-15-free-shipping/2170703.html,"AquaDance 6"" 6-Setting Rain Shower Head"
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/arkrdf9ccwesn0hku4lq",2,$25,2018-01-03T05:28:51-05:00,TOOLS & HARDWARE,2170700,,"Oxa Home via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170700"">DBPower Digital Laser Measure</a> for $31.95. Coupon code ""9QB3KDW8"" cuts it to <strong>$25.49</strong>. With <strong>free shipping</strong>, that's tied with our mention from three weeks ago, $6 off, and the lowest price we could find. It features a backlit LCD screen, 197-foot measuring distance, bubble level, Pythagorean theorum button, and multiple measurement functions including area, distance, length, volume, continuous measurement, and addition and subtraction. Two AAA batteries are required (included). Deal ends January 31.",https://www.dealnews.com/DBPower-Digital-Laser-Measure-for-25-free-shipping/2170700.html,DBPower Digital Laser Measure
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/k3x3eve06yq8o4uto1dx",3,$40,,SHOES,2170691,2018-01-03T16:03:35-05:00,"adidas via eBay offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170691"">adidas Men's Climacool 1 Running Shoes</a> in Running White for <strong>$39.99</strong> with <strong>free shipping</strong>. That's $2 under our November mention of another color and the best price we've seen. (It's a low now by $20.) They're available in sizes from 8 to 13.",https://www.dealnews.com/adidas-Mens-Climacool-1-Running-Shoes-for-40-free-shipping/2170691.html,adidas Men's Climacool 1 Running Shoes
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/glqan2ntsq7aj3lvre1e",3,30% to 65% off + 5% off,,VITAMINS,2170694,2018-01-03T16:02:34-05:00,"As one of its daily deals, Amazon takes <strong>30% to 65% off</strong> a selection of Nature Made vitamins. Plus, check out via Subscribe & Save to cut an <strong>extra 5% off</strong> and bag <strong>free shipping</strong> on all orders. (Prime members may be eligible for further savings.) The deals, with prices after Subscribe & Save, ending today:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170694"">Nature Made Vitamin B12 Tablet 200-Count Bottle</a> for <strong>$7.77</strong> (pictured, low by $12)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093663,2170694"">Nature Made Vitamin D3 2000 IU Tablet 220-Count Bottle</a> for <strong>$7.90</strong> (low by $3)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093666,2170694"">Nature Made Calcium (Carbonate) w/ D3 400 IU Tablet 220-Count Bottle</a> for <strong>$8.90</strong> (low by $4)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093669,2170694"">Nature Made Burpless Fish Oil w/ Omega-3 Softgel 320-Count Bottle</a> for <strong>$13.29</strong> (low by $7)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093672,2170694"">Nature Made Coq10 Tablet 80-Count Bottle</a> for <strong>$15.11</strong> (low by $22)
 </li>
</ul>
Be sure to cancel your subscription once your order ships to avoid being billed for further shipments.",https://www.dealnews.com/Nature-Made-Vitamins-at-Amazon-30-to-65-off-5-off-free-shipping/2170694.html,Nature Made Vitamins at Amazon
,free shipping w/ Prime,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bh93oky0hpud0vu5lf2r",3,$14,,PORTABLE POWER BANKS,2170655,2018-01-03T16:02:07-05:00,"Pisen Electronics via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170655"">Pisen 2-in-1 Portable Wall Charger / 5,000mAh External Battery</a> in White for $22.99. Coupon code ""CKXYY7IR"" cuts the price to <strong>$13.79</strong>. Plus, Prime members receive <strong>free shipping</strong>. That's $2 less than last month's mention, $9 off list, and the lowest price we could find. It features two USB ports, a Type C port, and UK and EU adapters. Deal ends January 14.",https://www.dealnews.com/Pisen-Charger-5-000-m-Ah-Power-Bank-for-14-free-shipping-w-Prime/2170655.html,"Pisen Charger / 5,000mAh Power Bank"
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jomxhnnv0r5j1c0hgirv",1,$42,,HEALTH,2170667,2018-01-03T06:26:52-05:00,"Nursal via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170667"">Nursal Cordless Neck Massager Pillow</a> for $52.99. Coupon code ""EPF4LN27"" cuts it to <strong>$42.39</strong>. With <strong>free shipping</strong>, that's $3 less than our November mention, $11 off, and the lowest price we could find. It features two hours of cordless massage on a full charge, heat function, 3D shiatsu massager ball, and 1-button control. Deal ends January 31.",https://www.dealnews.com/Nursal-Cordless-Neck-Massager-Pillow-for-42-free-shipping/2170667.html,Nursal Cordless Neck Massager Pillow
,free shipping w/ $50,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cghofz11hwnenltkhgpm",5,At least 70% off,,CLOTHING & ACCESSORIES,2170682,2018-01-03T17:04:45-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170682"">6pm</a> continues to take <strong>at least 70% off</strong> over <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093660,2170682"">9,000 sale items</a>. Shipping adds <strong>$3.95</strong>, but orders of $50 or more qualify for free shipping. (Orders of two or more items also receive free shipping, regardless of the cost.) Some exclusions apply.",https://www.dealnews.com/6-pm-Clearance-At-least-70-off-free-shipping-w-50/2170682.html,6pm Clearance
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cvng2fc9ndua2e4ugt9v",4,from $35,,EXERCISE EQUIPMENT,2170640,2018-01-03T15:25:06-05:00,"As one of its daily deals, Amazon discounts a selection of Gaiam Balance Ball Chairs, with prices starting from <strong>$34.99</strong>. Plus, these orders receive <strong>free shipping</strong>. Deal ends today. The deals:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093657,2170640"">Gaiam Kids' Balance Ball Chair</a> for <strong>$34.99</strong> (low by $42)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093627,2170640"">Gaiam Adjustable Custom-Fit Balance Ball Chair</a> for <strong>$49.99</strong> (low by $30)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170640"">Gaiam Balance Ball Chair</a> for <strong>$54.98</strong> (pictured, low by $18)
 </li>
</ul>",https://www.dealnews.com/Gaiam-Balance-Ball-Chairs-from-35-free-shipping/2170640.html,Gaiam Balance Ball Chairs
,free shipping w/ Prime,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wugbitn2pyegq7iinhzu",3,$3,,SKIN CARE,2170673,2018-01-03T15:53:28-05:00,"SkySeaCloud via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170673"">Olaxer Olive Moisturizing Body Lotion 8.2-oz. Bottle</a> for $7.99. Coupon code ""FLWUN8TI"" cuts that to <strong>$3</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's the lowest price we could find by $8. Deal ends January 8.",https://www.dealnews.com/Olaxer-Olive-Body-Lotion-8.2-oz.-Bottle-for-3-free-shipping-w-Prime/2170673.html,Olaxer Olive Body Lotion 8.2-oz. Bottle
True,$5 shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/y5i8cebscaiobxwiwwtv",4,from $29,,BACKPACKS,2170658,2018-01-03T17:00:05-05:00,"As one of its daily deals, Meh discounts a selection of Thule Backpacks, with prices starting from <strong>$29</strong>. Plus, shipping adds <strong>$5</strong>. Deal ends today. The packs:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170658"">Thule Paramount 24L Backpack</a> for <strong>$29</strong> (pictured, low by $25)
 </li>
 <li>
 <del><a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093645,2170658"">Thule Paramount 27L Backpack</a> for <s>$34</s> (low by $41)</del>
 </li>
 <li>
 <del><a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093837,2170658"">Thule Subterra 25L Backpack</a> for <s>$34</s> (low by $36)</del>
 </li>
</ul>",https://www.dealnews.com/Thule-Backpacks-at-Meh-from-29-5-s-h/2170658.html,Thule Backpacks at Meh
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hd9odivlb0r2kyycinxd",5,30% to 50% off,,CLOTHING & ACCESSORIES,2170628,2018-01-03T17:44:03-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170628"">Columbia</a> takes <strong>30% to 50% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093600,2170628"">men's, women's, and kids' styles</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093603,2170628"">Winter Sale</a>. Plus, Greater Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093606,2170628"">sign up</a>.) Deal ends February 28.",https://www.dealnews.com/Columbia-Winter-Sale-30-to-50-off-free-shipping/2170628.html,Columbia Winter Sale
,free 2-day s&h w/ $50,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/k5kujjokdwlptbutjkgq",4,Up to 95% off,,CLOTHING & ACCESSORIES,2170613,2018-01-03T17:43:40-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170613"">Backcountry</a> continues to take <strong>up to 95% off</strong> a huge selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093588,2170613"">apparel, shoes, accessories, and gear</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093591,2170613"">Year-End Sale</a>. (Prices are as marked.) Shipping starts at <strong>$5.95</strong>, but orders of $50 or more qualify for free 2-day shipping. Save on styles from The North Face, Marmot, Columbia, Patagonia, and Sorel, among many others. Deal ends January 8.",https://www.dealnews.com/Backcountry-Year-End-Sale-Up-to-95-off-free-2-day-s-h-w-50/2170613.html,Backcountry Year-End Sale
,pickup at Walmart,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rrt27vwfxqhfzm7x0vg4",3,$10,,SWEATSHIRTS & HOODIES,2170622,2018-01-03T15:52:57-05:00,"Walmart offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170622"">Men's Graphic 1/4 Zip Pullover</a> in Deadpool or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093597,2170622"">Spider-Man</a> for <strong>$10</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's tied with last week's mention, $5 off, and the lowest price we could find. It's available in select sizes from M to XL.",https://www.dealnews.com/Spider-Man-or-Deadpool-Mens-Graphic-Pullover-for-10-pickup-at-Walmart/2170622.html,Spider-Man or Deadpool Men's Graphic Pullover
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mzvciwcjfud4mjamyy3z",5,,,WALMART COUPONS,2170631,2018-01-03T17:42:03-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170631"">Walmart</a> discounts a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093609,2170631"">rollback and clearance electronics, toys, home items, apparel, and more</a>. Choose in-store <strong>pickup</strong> to dodge the $5.99 shipping fee, or spend $35 or more to qualify for free shipping. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093612,2170631"">Danskin Now Women's Dri-More Core Bike Shorts 2-Pack</a> for <strong>$6</strong> (low by $11)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093615,2170631"">Edsal 48"" x 24"" x 72"" 5-Shelf Steel Shelving Unit</a> for <s>$58.97</s> <strong>$55.87</strong> (all-time best, low by $9)
 </li>
</ul>",https://www.dealnews.com/Rollbacks-and-Clearance-at-Walmart-free-shipping-w-35/2170631.html,Rollbacks and Clearance at Walmart
