category,title,time_modified,price,time_published,description,url,uuid,editors_choice,picture_url,shipping,hotness
JEWELRY,"35"" Freshwater White Pearl Strand Necklace",2018-01-04T09:58:58-05:00,$53,,"Win Pearl offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171084"">35"" Freshwater White Pearl Strand Opera Necklace</a> for $139.99. Coupon code ""dealnews87"" drops it to <strong>$52.99</strong>. With <strong>free shipping</strong>, that's $157 off list and tied with our November mention as the lowest price we could find. It features 9.5mm to 11.5mm off-round pearls with a quality grade of AA+ and hand-knotting between each pearl. Deal ends January 10.",https://www.dealnews.com/35-Freshwater-White-Pearl-Strand-Necklace-for-53-free-shipping/2171084.html,2171084,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ognbqilockcheebxfkkp",free shipping,1
TVS,"Sceptre 65"" 4K LED LCD UHD TV",2018-01-04T09:03:40-05:00,$540,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171246"">Sceptre 64.5"" 4K LED-Backlit LCD Ultra HD Television</a>, model no. U650CV-U, for <strong>$539.99</strong> with <strong>free shipping</strong>. That's tied with our mention from two weeks ago and the lowest price we could find by $130, although we saw it for $40 less three weeks ago. It features a 3840x2160 native resolution, USB, and four HDMI inputs.",https://www.dealnews.com/Sceptre-65-4-K-LED-LCD-UHD-TV-for-540-free-shipping/2171246.html,2171246,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ryxz89mgwcablvl0oxsd",free shipping,3
PANTS,Columbia Women's Silver Ridge Stretch Pants,2018-01-04T09:52:39-05:00,$39,,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171264"">Columbia Women's Silver Ridge Stretch Pants</a> in Shark or British Tan for <b>$38.73</b>. Opt for in-store <b>pickup</b> to dodge the $5.99 shipping charge. That's the lowest price we could find by $21, excluding the below mention. They're available in select sizes from 2 to 16.<br>
<br>
A close price: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095277,2171264"">Columbia</a> has them for $39.90 with free shipping via its Greater Rewards program. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095280,2171264"">sign up</a>.)",https://www.dealnews.com/Columbia-Womens-Silver-Ridge-Stretch-Pants-for-39-pickup-at-REI/2171264.html,2171264,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lsrcrwkglmori6xj5kpf",pickup at REI,2
TVS,"Sceptre 50"" 1080p LED LCD HDTV",2018-01-04T09:51:43-05:00,$270,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171258"">Sceptre 50"" 1080p LED-Backlit LCD HD Television</a>, model no. X505BV-F, for <strong>$269.99</strong> with <strong>free shipping</strong>. That's $10 under our October mention and the lowest price we could find by $89. It features a 1920x1080 (1080p) native resolution, USB, and three HDMI inputs.",https://www.dealnews.com/Sceptre-50-1080-p-LED-LCD-HDTV-for-270-free-shipping/2171258.html,2171258,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/usofeigqqkp27ooorfry",free shipping,2
SPEAKERS,LG 2.1 300W Bluetooth Soundbar and Subwoofer,2018-01-04T09:00:55-05:00,$110,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171162"">LG 2.1 Channel 300-Watt Bluetooth Soundbar with Wireless Subwoofer</a> for the in-cart price of <strong>$109.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $20. It features dynamic range control, Dolby Digital, DTS Surround, and optical input.",https://www.dealnews.com/LG-2.1-300-W-Bluetooth-Soundbar-and-Subwoofer-for-110-free-shipping/2171162.html,2171162,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hndjclcv22owrzjeehqh",free shipping,3
SEASONAL/HOLIDAYS,Whitmor Christmas Ornament Storage Box,2018-01-04T09:00:06-05:00,$12,,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171333"">Whitmor 12"" x 8"" Christmas Ornament Storage Box</a> for <b>$11.59</b>. Opt for in-store <b>pickup</b> to avoid the $5.99 shipping charge. That's the lowest price we could find by $9. It features 42 compartments, removable top, and window for viewing.",https://www.dealnews.com/Whitmor-Christmas-Ornament-Storage-Box-for-12-pickup-at-Home-Depot/2171333.html,2171333,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jpd42wtjeeidf7e9clcr",pickup at Home Depot,3
CONSOLES,Refurb Wii U 32GB Console w/ 2 Used Games,2018-01-04T11:29:20-05:00,$140,,"GameStop offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171330"">Nintendo Wii U 32GB Console</a> in Black bundled with used copies of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095400,2171330"">LEGO Marvel Super Heroes for Wii U</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095403,2171330"">Sonic &amp; All-Stars Racing Transformed for Wii U</a> for <strong>$139.99</strong> plus <strong>$8.99</strong> for shipping. That's the best deal we could find for a refurbished 32GB console by $26 and the lowest price we've seen for a refurb. (You'll also save about $37 versus buying these games new elsewhere.)<br>
<br>
Note: No warranty info is provided.",https://www.dealnews.com/Refurb-Wii-U-32-GB-Console-w-2-Used-Games-for-140-9-s-h/2171330.html,2171330,True,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cd4el9332icha2obtaeq",$9 shipping,2
EXERCISE EQUIPMENT,Flywheel Exercise Bike with LCD,2018-01-04T17:02:50-05:00,$132,,"Yallstore via eBay offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171093"">Flywheel Exercise Bike with LCD</a> in Black for <strong>$131.99</strong> with <strong>free shipping</strong>. That's $168 off and the lowest price we could find. It features a 33-lb. flywheel, aluminum water bottle, and LCD screen that displays time, speed, distance, and calories burned. It has a weight capacity of 330-lbs.",https://www.dealnews.com/Flywheel-Exercise-Bike-with-LCD-for-132-free-shipping/2171093.html,2171093,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nx6xenf7xzq5gata7l1g",free shipping,4
SHOES,5.11 Men's Recon Shoes,2018-01-04T06:57:06-05:00,$40,,"AltaTac via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171324"">5.11 Men's Recon Shoes</a> in several colors (Dark Coyote pictured) for <strong>$39.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $5. They're available in select sizes from 4 to 15.",https://www.dealnews.com/5.11-Mens-Recon-Shoes-for-40-free-shipping/2171324.html,2171324,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/chewbfcojw5bbjco7ebd",free shipping,3
SHOES,PUMA Women's Rebel Mid Training Shoes,2018-01-04T08:59:35-05:00,$25,,"PUMA via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171081"">PUMA Women's Rebel Mid Speckled Training Shoes</a> in Silver for <strong>$24.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find in any color by $27. They're available in sizes 5.5 to 9.5.",https://www.dealnews.com/PUMA-Womens-Rebel-Mid-Training-Shoes-for-25-free-shipping/2171081.html,2171081,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/e922hgbobq3fm3d2kshq",free shipping,3
SHOES,Dr. Martens Shoes and Boots at 6pm,2018-01-04T16:10:38-05:00,Up to 76% off,,"6pm takes <strong>up to 76% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171321"">Dr. Martens men's, women's, and kids' shoes and boots</a>, with prices starting from <strong>$21.50</strong>. Shipping adds <strong>$3.95</strong>, but orders of $50 or more qualify for free shipping, as do orders of any two items.",https://www.dealnews.com/Dr.-Martens-Shoes-and-Boots-at-6-pm-Up-to-76-off-free-shipping-w-50/2171321.html,2171321,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ecb0yzrwiekc2v9ndnj1",free shipping w/ $50,5
TOYS & HOBBIES,Nerf Super Soaker Tidal Torpedo Bow,2018-01-04T09:51:28-05:00,$12,,"Hasbro via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171318"">Nerf Super Soaker Tidal Torpedo Bow</a> for <strong>$12.49</strong> with <strong>free shipping</strong>. Outside of the seller below, that's the lowest price we could find by $6. It features a 22-oz. water blaster and two foam missiles.<br>
<br>
A close price, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095379,2171318"">Amazon</a> charges $13.74 with free shipping for Prime members.",https://www.dealnews.com/Nerf-Super-Soaker-Tidal-Torpedo-Bow-for-12-free-shipping/2171318.html,2171318,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wbgeqzzwzz1dvsih5pqp",free shipping,1
EXERCISE EQUIPMENT,PharMeDoc Ab Roller Wheel,2018-01-04T08:58:25-05:00,$10,,"DoctorsDeals via Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171075"">PharMeDoc Ab Roller Wheel</a> for <b>$9.95</b> with <b>free shipping</b>. That's the lowest price we could find by $6. It features reinforced steel handles and rubber wheels.",https://www.dealnews.com/Phar-Me-Doc-Ab-Roller-Wheel-for-10-free-shipping/2171075.html,2171075,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pko77k8lgqnbvocteiu7",free shipping,2
THINGS TO DO,Groupon Local Deals,2018-01-04T08:57:53-05:00,Extra 20% off,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171234"">Groupon</a> takes an <strong>extra 20% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095157,2171234"">local deals</a> via coupon code ""SAVE20"". (This coupon can be used up to three times per account and has a maximum discount of $50 per deal.) Some exclusions apply. Deal ends January 5.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s8669/Groupon/"">Groupon Coupons</a>.</p>",https://www.dealnews.com/Groupon-Local-Deals-Extra-20-off/2171234.html,2171234,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/muuqgb6zvfcgedh2isgq",,3
TOYS & HOBBIES,Kidkraft Radiator Springs 50pc Track Set,2018-01-04T08:55:43-05:00,$35 w/ Prime,,"For Prime members only, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171315"">Kidkraft Disney Pixar Cars 3 Radiator Springs 50-Piece Wooden Track Set</a> for <strong>$35</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $6. It includes a working train, track, scenery, and figures.",https://www.dealnews.com/Kidkraft-Radiator-Springs-50-pc-Track-Set-for-35-w-Prime-free-shipping/2171315.html,2171315,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vh6hbpajwf0ktisvvi9h",free shipping,2
ANDROID PHONES,Unlocked LG V30 64GB 4G Android Smartphone,2018-01-04T08:54:52-05:00,$675,,"B&H Photo Video offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171291"">Unlocked LG V30 64GB 4G LTE Android Smartphone</a> in Cloud Silver for <strong>$674.99</strong> with <strong>free shipping</strong>. That's $150 off and the lowest price we could find. It features a 6"" 2880x1440 OLED touchscreen, Qualcomm Snapdragon 835 quad-core processor, 4GB RAM, 64GB internal storage, two rear cameras (with 16-megapixel standard and 13-megapixel wide-angle lenses), 4K video capture, microSD card slot, and Android 7.1.2 (Nougat). It's compatible with most major wireless carriers.",https://www.dealnews.com/Unlocked-LG-V30-64-GB-4-G-Android-Smartphone-for-675-free-shipping/2171291.html,2171291,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xibksgv9gg7m4tgkykvn",free shipping,3
CLOTHING & ACCESSORIES,PUMA Semi-Annual Sale,2018-01-04T17:02:09-05:00,Up to 50% off,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171195"">PUMA</a> takes <strong>up to 50% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095022,2171195"">sale styles</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095025,2171195"">Semi-Annual Sale</a>. (Prices are as marked.) Plus, all orders bag <strong>free shipping</strong>.",https://www.dealnews.com/PUMA-Semi-Annual-Sale-Up-to-50-off-free-shipping/2171195.html,2171195,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ouxyiayg0v6uqopirkw2",free shipping,4
COATS,Columbia Men's Wild Card Jacket,2018-01-04T08:54:17-05:00,$180...or less,,"Columbia offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171255"">Columbia Men's Wild Card Jacket</a> in Black or Yellow/Blue for <b>$179.90</b>. Plus, Greater Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095202,2171255"">sign up</a>.) Excluding the below mention, that's the lowest price we could find by $33. It's available in sizes S to XXL. Deal ends February 28.<br>
<br>
Note: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095205,2171255"">Amazon</a> offers it in a few colors, with prices starting at $130.04 with free shipping. Prices vary greatly by color/size, and stock is very limited.",https://www.dealnews.com/Columbia-Mens-Wild-Card-Jacket-for-180...or-less-free-shipping/2171255.html,2171255,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vjqxry5umk4bndqyztgu",free shipping,3
LAPTOP ACCESSORIES,Furinno Bamboo Adjustable Notebook Lapdesk,2018-01-04T08:51:53-05:00,$18,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171102"">Furinno Bamboo Adjustable Notebook Lapdesk</a> for <strong>$18</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094740,2171102"">Amazon</a> charges the same with free shipping for Prime members.) That's $4 under our May mention, a current best by $9, and the lowest price we've seen. It's made from bamboo and features foldable legs.",https://www.dealnews.com/Furinno-Bamboo-Adjustable-Notebook-Lapdesk-for-18-pickup-at-Walmart/2171102.html,2171102,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ygvx6gvioy4rdh7sso2r",pickup at Walmart,3
KITCHEN,Rachael Ray 5-Piece Nesting Measuring Cups,2018-01-04T09:50:37-05:00,$10,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171060"">Rachael Ray 5-Piece Melamine Nesting Measuring Cups</a> for <strong>$10.49</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094620,2171060"">Amazon</a> charges the same.) Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping charge. That's the lowest price we could find by $10. They're BPA-free, and the set includes 1/4 cup, 1/3 cup, 1/2 cup, 1 cup, and 2 cup sizes.",https://www.dealnews.com/Rachael-Ray-5-Piece-Nesting-Measuring-Cups-for-10-pickup-at-Walmart/2171060.html,2171060,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mmx0wxijuxqejc4cnk58",pickup at Walmart,2
KITCHEN,Pizzacraft Pizza Peel,2018-01-04T11:29:43-05:00,$11...or less,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171312"">Pizzacraft Pizza Peel</a> for <strong>$10.86</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. (<del><a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095373,2171312"">Amazon</a> charges the same for Prime members only.</del>) That's the lowest price we could find by $19. It transfers pizza from a hot pizza stone and features a thermoplastic rubber handle.<br>
<br>
Note: select Walmart stores may have it for as low as $3 in-store.",https://www.dealnews.com/Pizzacraft-Pizza-Peel-for-11...or-less-pickup-at-Walmart/2171312.html,2171312,True,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/te6y5a0mga8yg2tlesps",pickup at Walmart,3
